track_id,popularity,danceability,instrumentalness,liveness,loudness,speechiness,valence,year
0lKUEcJpGcox2NiEVFy9KX,36,0.315,0.00336,0.163,-17.351,0.0398,0.196,2016
36soyVMvHB2FRb0DgLr9ll,36,0.218,0.000223,0.0884,-13.005,0.0439,0.0388,2014
29rl6SHoPV7fnzn9U2QB34,36,0.243,0.000812,0.218,-14.713,0.0529,0.141,2012
49QdvSsXLaZU2hzF0hc7Wq,36,0.348,0.871,0.102,-19.222,0.0354,0.0447,2017
4mCylFsCR5KDE1OYhkLhou,37,0.623,0.0214,0.103,-11.215,0.0268,0.165,2008
3VqOi6yIx3eB8BkQaVWBeA,37,0.419,0.0318,0.108,-14.751,0.0339,0.108,2000
0PUfgUefFikS4Cx8EUTRss,37,0.71,7.54E-06,0.101,-12.467,0.0348,0.668,2013
0idcoARtmuQYpMuU1gMzZW,37,0.333,0.000129,0.107,-12.371,0.0312,0.271,2015
2v3lTI7njU96d5diTeaYXy,37,0.734,3.93E-05,0.117,-5.611,0.249,0.817,2018
0O0Ej9pApeAOM1ft0f2ac0,37,0.671,0.00703,0.112,-13.525,0.029,0.272,2016
6WJrww1OaHfmaK5eBGtoNi,37,0.522,6.60E-06,0.138,-3.077,0.0255,0.298,2012
0wHTLTu9Heub6X9PPvYwQZ,37,0.426,0.376,0.777,-19.406,0.0388,0.277,2015
2T9AMR4PFQZCjqo36f9Dhc,37,0.523,0.628,0.0917,-9.857,0.036,0.139,2007
6hJA1KQ8AK2r1mazUOQWGM,37,0.465,0.897,0.0946,-24.967,0.0351,0.115,2011
4D4Fhfexqg5hFyH6Zjha1r,37,0.165,0.88,0.257,-23.816,0.0436,0.0349,2016
41WtJR2e4HUFOsrzcq73kg,37,0.342,0,0.887,-12.21,0.0384,0.685,1963
7g6KRfjT9n3JWNJtyZtcA5,37,0.706,0,0.372,-4.853,0.0394,0.858,2016
1hpdVGEaZovrlcnY0Yqcc9,37,0.503,0.00825,0.319,-15.687,0.0645,0.596,1979
3YY8LUBKJCFaVcaTG2VLj1,37,0.805,0,0.194,-12.172,0.126,0.775,1996
0hKdlpMMqrlJsptt54IQ28,37,0.454,8.38E-05,0.113,-9.272,0.29,0.332,2018
42mW8YfRXATwhNDBBv0UqH,37,0.433,0,0.695,-5.769,0.95,0.199,2011
5jWbCKCAbV7lt3PLZHiA0s,37,0.454,0,0.139,-9.043,0.0267,0.337,2016
6cWbF7IOVCcGalkbPclEqq,37,0.445,0,0.0804,-7.532,0.0378,0.729,2017
4YZIDUeLKfzMiYMYMXTZXx,37,0.307,1.21E-05,0.0781,-15.239,0.0387,0.249,2001
79dhjqvk5LOW1Ah1dQDGgU,37,0.719,0.893,0.154,-13.352,0.0308,0.713,1954
2uIf6Cn9NuIhxuYe196Zra,37,0.163,0.69,0.102,-25.508,0.0358,0.0728,2017
4LhqUDklYq2nUUZeYxc3rd,37,0.623,1.91E-06,0.0669,-9.556,0.0823,0.431,2018
6g4ALmv2Udoj0Y7AoCVXJs,37,0.195,0.131,0.117,-8.681,0.0312,0.252,2001
0Ivlcl6TeDzdp5lncI9Gk2,37,0.0631,0.929,0.0854,-26.855,0.0401,0.0286,2017
5Z5SHnV6a4UyE7e7DcTrhP,37,0.667,0,0.106,-10.42,0.03,0.815,1974
13RvyNNG53XbSaQIkJYL8m,37,0.482,0,0.111,-9.853,0.0363,0.542,2017
1hnmifV30f0m8YPIZIqnCF,37,0.366,4.20E-06,0.238,-11.993,0.0305,0.385,1963
1BfF1EHnLG6Bz7e0YLKk1Z,37,0.157,0.742,0.0417,-38.223,0.0416,0.0343,1998
6LxZ6oCcT2SjMs6JadaleQ,37,0.194,0.894,0.0688,-14.867,0.0421,0.0366,2015
09EvPYlXy4DbjeTeaq7O5D,37,0.211,0.161,0.116,-18.854,0.0414,0.0746,2005
66Ra2l0vQTGFBcCL8vUwlI,37,0.116,0.544,0.311,-21.833,0.0415,0.179,1959
1suAGMS1XkcEbvZwV6CuMv,37,0.483,1.06E-05,0.11,-14.58,0.041,0.219,2013
5ZLSyQ2GuFDXJPUR1KoMoj,37,0.181,0.357,0.118,-29.065,0.0378,0.0973,2017
0bsjCtz45sXm1GRbnyLoHQ,37,0.122,0.776,0.111,-23.075,0.0422,0.0349,2018
4PqiyUZuSwlssWRQPRkrFh,37,0.37,0.908,0.144,-21.112,0.0364,0.134,1995
4ug1cvK9DrXTIWBwHNncII,37,0.401,0.000977,0.733,-18.488,0.0586,0.506,2016
2Syy6iCju7lcPLesnbEwnV,37,0.326,0.916,0.114,-17.289,0.0367,0.141,1971
3KKVV8TfzPvV9TIJIpps1g,37,0.589,0.00664,0.0717,-15.771,0.0646,0.375,2018
4KEtmjHSQNf6XucybkmOTo,37,0.0642,0.942,0.343,-26.853,0.0497,0.0315,2016
0bmwICSaQp0JA4Qoh0h1b7,37,0.794,0.906,0.181,-16.231,0.0483,0.345,2017
36l8s4V91pHOhxcPvIT6gu,37,0.331,0.000439,0.116,-16.982,0.035,0.121,2007
7bWhtFDDMgcA6DmFGGlS0C,37,0.487,4.08E-06,0.833,-10.824,0.741,0.652,2006
4hDt77hkDlA8VPBxSYDnQC,37,0.719,0.907,0.112,-21.843,0.0507,0.585,2016
60Bz1S8tq02DT15F4QALWR,37,0.563,0.00163,0.114,-6.522,0.0345,0.294,2007
2WGz5SMO7DHxcuMBr32pRn,37,0.152,0.329,0.0761,-28.258,0.043,0.126,1989
4sCCIP8eG3HVizWnm1SQ0G,37,0.473,0.0936,0.11,-11.337,0.0354,0.523,1990
5MKadMt0k2GLdsiDEa4d7Z,37,0.472,0.896,0.11,-12.863,0.0358,0.242,2015
1JejaexuCzHxQlExpaJJsE,37,0.519,0.00107,0.11,-21.47,0.045,0.183,1989
7KZ6eGK7OuLXUzTVGdc7cL,37,0.81,0.00242,0.135,-15.004,0.0627,0.657,1992
1e8bYxMDwll1155CemcvXd,37,0.286,0,0.188,-15.73,0.0391,0.206,2004
2GjLFzB8GQBjk8uBVkgGAD,37,0.287,0.876,0.106,-28.71,0.0385,0.516,2000
3u2POBnWYsNWw9GxtXczkn,37,0.418,0.896,0.0595,-28.434,0.0523,0.0573,2018
5a6LNnUyLmQ0kPo93qpKJk,37,0.324,0.937,0.0887,-36.959,0.0424,0.229,1994
3Yt6mXwFK3GMQ3Jzzk0yIN,37,0.564,0.00483,0.132,-13.749,0.0443,0.602,1992
26biCo2zkO7KlOzrwIbSrT,37,0.386,0.938,0.0985,-38.056,0.0539,0.141,2018
12NwYmQT1Mm7gkrCjIuq0d,37,0.252,0.497,0.133,-6.297,0.0972,0.182,2015
48WSZ1jGaniHJWvmE4hCnE,37,0.496,0,0.0807,-4.321,0.093,0.148,2014
4ez5L1Yzb2fCWMyERprpSz,37,0.593,0.696,0.0487,-14.032,0.191,0.806,1992
6L5hgzt7tegeLCnSwjXZRy,37,0.536,0,0.281,-4.765,0.0331,0.262,2013
095aCsnmI2IE7MtSj0DtnF,37,0.234,8.97E-05,0.156,-6.112,0.083,0.235,2014
7AxuxTWtq6kVj1Jnnk0n8N,37,0.268,0.00364,0.702,-6.135,0.0562,0.174,2014
2NlAmprwvfHO493Us4RL78,37,0.271,0.0154,0.326,-4.249,0.0613,0.135,2017
2De3sEoBWy7HYz4vdIzClL,37,0.537,0.023,0.944,-10.405,0.0921,0.522,2001
4GFHpWe89M0FqmujjwQpsu,37,0.269,0.0144,0.098,-7.957,0.141,0.201,1994
0kDGJyLaMvbGHDZIB6MYvh,37,0.644,0.000116,0.321,-5.109,0.0332,0.517,2015
6klHV5z1YjlLZt9oKNkq8P,37,0.394,0.0581,0.259,-6.961,0.0372,0.41,2015
4zGK30W3NyFkgDNbGkOPm9,37,0.531,0,0.958,-6.394,0.0424,0.275,2016
1zD79arraI1KcWoTaakhML,37,0.569,0.622,0.0962,-6.206,0.0625,0.0726,2015
4ZSjPhWv6wf0WC1wIHE8al,37,0.451,1.28E-05,0.0893,-5.529,0.0505,0.221,2014
15qYV5YfKF7yAtxQGd3b8z,37,0.642,1.92E-05,0.107,-5.144,0.0406,0.887,2015
3yP6foM6OwBJEPLSTvnlMN,37,0.602,0,0.316,-5.787,0.0394,0.158,2015
3aK3iIvgT5FQgKAjLunrMN,37,0.33,0.0494,0.361,-5.376,0.0653,0.0398,1997
1poxw7jN9yT3t6aI20PSmW,37,0.516,1.48E-06,0.0968,-5.899,0.0524,0.537,2014
7AI9h4MlWyZdXTKVPbdBHd,37,0.818,1.51E-05,0.313,-8.568,0.122,0.848,2015
2M5rkEdtRMEd1YWM1x3JPZ,37,0.631,0,0.135,-5.553,0.0815,0.828,2018
4Njmtp4w81B2DNyMMwjc4k,37,0.588,0.657,0.123,-11.138,0.0602,0.503,2009
5EcTHBNB5GUHh66dExVIGC,37,0.356,4.41E-06,0.11,-6.866,0.0324,0.0465,2015
3pUi08Z4eoQdPWfonAXHEn,37,0.241,0.00955,0.535,-5.51,0.0557,0.323,2016
44klKbTwlsqhIku1IyzowX,37,0.154,0.875,0.0798,-15.361,0.0356,0.0553,2017
4gRRWu6UKWASIQzzOzkXUx,37,0.676,0.00137,0.113,-6.456,0.0294,0.889,2013
0KZL4acx8yPfzMbZOweDts,37,0.671,0,0.151,-5.73,0.196,0.116,2018
5Zvp0QO5e9cGhYHywdrfyQ,37,0.642,0.362,0.131,-9.236,0.24,0.635,2014
0QXSKayRWtfxMKHJxVurkZ,37,0.493,0,0.253,-4.029,0.0326,0.63,2013
6Xmf2Rn6AvBeZSNkZx5z0C,37,0.576,0,0.225,-2.982,0.0801,0.378,2016
4YbtI1eBf4RYNGw1foeiOu,37,0.716,0,0.107,-6.982,0.131,0.728,2011
61xiR8YCd9dMzfPgRneNmW,37,0.687,0.000591,0.0621,-5.61,0.0249,0.962,2016
5mQrrvxSTuqPzLUtaVNtnN,37,0.61,3.14E-05,0.116,-4.3,0.0606,0.508,2015
24CZ13IYXQRKNbztXp6Hax,37,0.664,0.0106,0.0854,-6.341,0.04,0.0525,2017
5kzruPQIvdiTMKi4Rubb2H,37,0.513,2.35E-06,0.678,-7.683,0.377,0.747,2013
6wD1FUZgUk1f6UVhfAQuTM,37,0.369,0,0.955,-4.956,0.0641,0.345,2017
5Oi6DcxbW07cgLvs9IhMOz,37,0.43,0.417,0.142,-4.021,0.0322,0.5,2011
6xHzY67lLIJNdxbR5LxZ5S,37,0.626,0.000771,0.0331,-4.448,0.0474,0.845,2009
4scBZxDDejxFsiNaHoroQw,37,0.413,7.33E-05,0.0955,-5.365,0.0646,0.751,2018
5lDSemGSvZeL8n5h8SGoG2,37,0.392,0.00233,0.0481,-9.024,0.0361,0.175,2012
5ndHl6BMrihdTqvT6Exhln,37,0.804,0,0.215,-4.738,0.0372,0.135,2017
5cwqO4thrTUj42WShkF39w,37,0.371,0,0.364,-5.328,0.0596,0.234,2017
7xvRzWO7VuKSiQM1BWkEcs,37,0.317,0.000148,0.345,-3.369,0.0497,0.701,2013
4g9q0UnJMljJt6WtxqRirk,37,0.74,0,0.181,-6.305,0.0332,0.678,2013
0shVQUKS0dOq9lfocUhssI,37,0.532,4.50E-06,0.307,-4.901,0.0294,0.66,2014
6VRCatCERw2gLKkZa50ZXt,37,0.679,0,0.0779,-4.6,0.0338,0.792,2015
7vlSadPv0Ny9tsNafz80f5,37,0.52,0.123,0.302,-5.436,0.039,0.756,2016
6pJhWNF3K9VFLeWlp34c5W,37,0.8,0.265,0.0778,-10.369,0.173,0.645,2011
7rJNGVqrdwHkB21jeLQglJ,37,0.449,0.000137,0.0824,-4.863,0.0778,0.658,2013
6L5vE1Jb2Qvshhm258aqXG,37,0.608,0,0.0768,-2.859,0.0451,0.763,2017
5qhRrkJLya9n3Bspmdh2c6,37,0.608,0.00353,0.0895,-4.121,0.0639,0.532,2016
7CoDjFOt9jXbaIVB9s2Jx2,37,0.639,0,0.0993,-4.826,0.0593,0.699,2014
1rxTaTDAFZx2ZJgkqlOmZm,37,0.7,0.00174,0.115,-7.676,0.0942,0.304,2015
2yZ9fEfpk6lu0BGJLhjRbP,37,0.771,0,0.352,-6.094,0.142,0.713,2010
5uKdtUQFfCiRB29Nvp3BNt,37,0.691,7.29E-06,0.326,-4.906,0.0292,0.694,2012
77Hm6MloToha4hfVJ6APFy,37,0.47,0.0328,0.641,-6.885,0.0272,0.206,2013
4SP4cW87HnSNMcFTwo1ias,37,0.781,0.000707,0.106,-8.011,0.0382,0.299,2017
0USNDKn3H0T067prPxz5sA,37,0.388,3.40E-06,0.11,-7.275,0.035,0.223,2016
2dw34jPD8ihGrP6z1LE6eQ,37,0.75,0,0.0889,-6.99,0.0415,0.568,2000
4f0F00ALzEMFh7tCvscXss,37,0.425,0,0.102,-3.153,0.0335,0.384,2014
4b24FTTKhPh00ax59685Uh,37,0.63,1.77E-06,0.195,-5.43,0.0397,0.775,2016
5MiRdR9TLtpUyXDDTO2Lgd,37,0.655,0,0.368,-3.544,0.0352,0.594,2010
63YHWLbeYibIgOQ3jgra0a,37,0.229,0,0.955,-3.911,0.209,0.533,2012
3XNjxPoUphJfUD5BShkYat,37,0.528,0.311,0.353,-6.338,0.0698,0.778,2008
54FAYoGATQPUBbxCIclHkG,37,0.716,0.0016,0.0401,-10.808,0.0514,0.643,2002
36wSw6bW96i3gzjB3EPyLC,37,0.568,0,0.116,-10.195,0.125,0.465,1994
52pLbbvrm2RuUBhyxjRN03,37,0.619,1.04E-06,0.092,-5.554,0.0314,0.395,2009
2hCTdcslMHr5MCVRNLHGBK,37,0.398,0,0.114,-5.746,0.0856,0.722,2015
4HeNfv0raPBMEEAN9XyNQe,37,0.595,0,0.101,-6.77,0.0418,0.46,2014
15WIt660rRzkOZxD6w5h8T,37,0.788,0.00231,0.0739,-5.056,0.0502,0.967,2007
4Bym5yKSNCWzXrJRu33iyg,37,0.627,0.00835,0.647,-2.486,0.0684,0.623,2018
5UzLjnzRsir7ptlIsdAdTy,37,0.689,0.302,0.152,-5.725,0.0301,0.228,2017
7xGXV5CZuYJHvccOJRn8Iu,37,0.264,0.687,0.1,-26.761,0.0342,0.0354,2011
0AAQaNnW9K8BvfnFHvRqKt,37,0.288,1.44E-06,0.483,-3.772,0.0774,0.643,2019
5eKGXOWXDwH4Mtftq26r55,37,0.731,0,0.177,-6.522,0.0253,0.925,2013
2sDFknh1dm8xiCnE3885k2,37,0.61,0.258,0.34,-4.158,0.0397,0.74,2008
2p8a7s3wwGmBsiBhAw3gvJ,37,0.676,0,0.334,-7.837,0.137,0.73,2009
2gffdNFh2aPyfJgxPtZlUL,37,0.444,0.242,0.0978,-12.282,0.0338,0.0839,2011
