track_id,popularity,danceability,instrumentalness,liveness,loudness,speechiness,valence,year
1DoHs2vkoWqR83IeNVhqcg,26,0.563,0,0.104,-14.219,0.0652,0.628,1989
1n9741DApqn5gvuxhgerCt,26,0.17,0.177,0.384,-15.549,0.0332,0.144,2008
7jGo4or9BVty0gidKT3jGC,26,0.269,0.954,0.0967,-26.088,0.0335,0.0298,2015
2ef7VNeRivXDtQJQIw5EWm,26,0.532,0.0683,0.594,-21.372,0.0786,0.729,1977
6bpQvXItyBVFclgtoFSjMs,26,0.57,2.33E-06,0.779,-8.393,0.929,0.415,2011
5sCP1PwrxBl6h3jxMkuTsd,26,0.252,0.00109,0.102,-17.833,0.0319,0.133,2002
1XzBdOBFTx1gFw3v0KKVpK,26,0.271,0.944,0.0973,-20.414,0.0402,0.0373,1981
2IgSX3MHv2nhinUGnfJKzt,26,0.168,0.9,0.11,-22.605,0.0428,0.0395,1998
5OyUw0mfkdcyuaZsGtt0kw,26,0.463,0,0.117,-21.898,0.238,0.142,1977
0XaO2P1QcrCsB3uBdsNnv6,26,0.512,0,0.0857,-15.575,0.0348,0.808,2007
7rLFi55HFEwO72Mg0SYXZz,26,0.214,5.67E-05,0.227,-14.64,0.0467,0.213,1969
43IxylvMrbEPhOXjOVD0er,26,0.38,0.755,0.0901,-20.707,0.0502,0.472,1984
6Kg8tNizI7tUG6OwSiAKon,26,0.4,0.00141,0.63,-14.205,0.0624,0.528,1977
03QykYdh6YTK8QVqifYk4S,26,0.467,0.93,0.101,-17.923,0.0434,0.359,2000
2pj7upod2G3og9YhQFIGWs,26,0.312,0.877,0.0735,-17.218,0.0425,0.389,2015
5jEBffSE4zn3adIyq10vGx,26,0.377,0.0187,0.123,-15.836,0.102,0.349,1977
46oQBYq0GOL5qSs5zYkNjn,26,0.227,0.155,0.0886,-30.336,0.0458,0.039,1991
516PqxrAUmJLibX940kUn5,26,0.0728,0.0221,0.0664,-29.332,0.0464,0.0339,2007
1Tn7qquF644DuwEBMx6jyh,26,0.5,0.00635,0.376,-20.452,0.0722,0.337,1977
2uuJ3VKeI5FVV8nPkUD8r8,26,0.169,0.961,0.103,-35.539,0.0402,0.0356,1999
4U8Vd5xvucRo5ghFHwVEpe,26,0.308,0.0132,0.0437,-17.174,0.0699,0.0668,1977
0EwE0LL4lrrpVmhDDH9dNA,26,0.21,0.88,0.116,-28.85,0.0497,0.0442,1999
0b7ybG8eKFV1205JIQWzHf,26,0.256,0.000171,0.134,-14.976,0.0391,0.0991,1975
1kGyzP2S1mXBGBCvZZdQub,26,0.0692,0.0162,0.0764,-30.046,0.0575,0.0348,2009
4E9UishzbBdrCmoZsRwWqv,26,0.345,0.591,0.119,-18.884,0.0511,0.0838,2013
0KHZVwPtYZ6D9c1H5UmLtR,26,0.233,0.0967,0.0917,-15.923,0.0429,0.0752,2013
0dMwOl7026DZ2NxRGJI2xP,26,0.301,0.91,0.0921,-21.42,0.0447,0.089,2018
6nqzNM3XZqHK3v47wLqbq2,26,0.418,0.964,0.11,-21.874,0.063,0.228,2018
4Rh2UIuK3A0Mu9buL4GfRd,26,0.128,0.935,0.124,-27.737,0.0539,0.0381,2015
6pgp5jFDtdU7QNVcd6vktL,26,0.197,0.765,0.0989,-16.132,0.0509,0.0897,2000
72LJg7RS2rN5FDCsizrkKx,26,0.478,0.0124,0.106,-22.024,0.0456,0.587,1992
7cJtLfbSg81OHZVxI6vuyx,26,0.314,0.869,0.0809,-28.425,0.0387,0.135,2001
4eXaVTkzuLJASHHNZOF5Cl,26,0.38,0.0142,0.32,-3.642,0.0687,0.432,2012
55v3Yqy2fSAlU1t9PUfSTO,26,0.159,1.54E-05,0.409,-4.088,0.0926,0.183,2014
2IKXIejpzcK8YRQaA7Zn4O,26,0.361,0,0.0724,-2.302,0.102,0.264,2014
6NbSMS1WFKz1mJ6nZpC4Tg,26,0.314,5.40E-05,0.172,-4.929,0.0425,0.499,2001
0duJMAK3JBcxQ2ujgCMF4Z,26,0.452,0.0392,0.225,-8.551,0.0611,0.583,1994
6NCssCo2Eg7Go8ShaJ2ky9,26,0.291,0.00115,0.133,-5.066,0.0631,0.559,1995
0Uy5xzL0lKrbmrVuW2zLB4,26,0.49,1.41E-05,0.217,-2.85,0.0373,0.677,2008
6sDJBrjhIyGUaQmHRVeKfY,26,0.44,0.0255,0.345,-6.329,0.0538,0.529,1996
1ZsXIRBrOoOQKmfKyFIuje,26,0.169,0.834,0.1,-16.188,0.0341,0.0767,2016
4iCy5QDLde11xsxu7JgA8m,26,0.553,0,0.296,-3.79,0.0752,0.844,2009
2ceTff3WGmVVduifHanEWi,26,0.463,0.935,0.212,-8.253,0.0304,0.233,2019
0FnjxUdWM8PYnVA6Ldjfd3,26,0.513,0.000976,0.183,-5.982,0.0519,0.572,2017
7536uhNfDaaBShMn5SFjrS,26,0.442,0,0.0627,-3.924,0.128,0.399,2001
5jj6Z0H203RL4a003eBWyd,26,0.544,0.00031,0.198,-1.624,0.0693,0.548,2008
37zwBGTBNiAXxCaPkJWZMp,26,0.247,1.31E-05,0.18,-14.902,0.0863,0.47,2006
6l3vALLG5DbXGwHwhgIgiy,26,0.512,0.00265,0.735,-3.252,0.0384,0.593,2007
4A8z06s7W4rAzZ1kWelfdC,26,0.616,8.45E-06,0.116,-7.261,0.0382,0.815,2008
7BvpI9coQ5chie81SNGtd5,26,0.539,0,0.0898,-4.627,0.0529,0.819,1997
6fCjcPqE4WdOyTz9iitJ9M,26,0.506,1.86E-06,0.177,-3.668,0.0641,0.828,1996
7czLifZWdPK4LBYvDJC33r,26,0.692,0,0.123,-5.703,0.0467,0.811,2009
78lZG91zt3YtK6xTlcBYWv,26,0.0954,0.663,0.0887,-12.943,0.0562,0.0961,2008
2sQZThoyc9ej1rpgQ8me8j,26,0.621,1.49E-05,0.0967,-4.86,0.0633,0.756,1998
2wPMolA9qDw7RvUUy56sx1,26,0.315,0,0.0779,-4.614,0.105,0.433,2018
5x8TfO9Z7mctAgfjNLKo1o,26,0.614,0.19,0.0855,-7.063,0.0351,0.225,2011
7mdr6L1IaRNOlXjly9dz67,26,0.595,1.54E-05,0.214,-5.777,0.0558,0.506,1997
0bsNCR3UbKswcpg0Y4mTns,26,0.669,0.736,0.132,-7.401,0.062,0.645,2014
5QVBor86PiNFnSBdTCf1bx,26,0.321,0.000317,0.419,-7.809,0.0479,0.627,1994
2cWn9Nzj0OIYt9TplOSO8M,26,0.291,0.000246,0.121,-6.282,0.0301,0.323,2018
4hP8xSyvNkzOw1oyy67dDo,26,0.681,0,0.118,-10.679,0.0536,0.365,2014
53HWPjpc1AemiJNA2tAIed,26,0.369,0,0.379,-4.735,0.317,0.894,1998
0NzEtTaqwNaURu6vp5G9Fu,26,0.668,5.08E-06,0.241,-8.144,0.275,0.402,2017
7fcU3OoJdmzXpjQ0jAPCxU,26,0.321,3.31E-05,0.0962,-5.276,0.134,0.728,1994
0uuf54EfHhUk6fnxJuQJOl,26,0.457,0.0179,0.102,-5.094,0.0445,0.6,2016
3DO3wjbfMfJHITlJFx6zou,26,0.27,0.871,0.0902,-14.712,0.0813,0.128,2012
