track_id,popularity,danceability,instrumentalness,liveness,loudness,speechiness,valence,year
5gm95Qm0tUbBhckpCjR6Nc,34,0.385,0.878,0.167,-9.471,0.0481,0.699,1971
4AnxOWrZFoqclUJOBPYA02,34,0.3,0,0.0818,-4.034,0.0417,0.199,2017
1NcAqFJLiUXAxi2ForEuiI,34,0.552,0.62,0.101,-13.99,0.0327,0.969,1997
2r1ocpwHrSwYlSn6mHuQZ4,34,0.463,0.523,0.585,-2.178,0.0902,0.587,2008
60dB36D0cDJZrUXaXVv3Mf,34,0.921,3.92E-05,0.104,-10.704,0.0562,0.554,2006
5Z7rUZV4plTrHbMipPFjlC,34,0.658,0.00201,0.139,-6.281,0.0282,0.929,2007
5u601djEJ1kWjMdjSeGQGc,34,0.698,0,0.411,-6.735,0.117,0.966,1999
6BKCDOB88Ub40oloFuKw47,34,0.702,0.000111,0.0981,-4.377,0.293,0.726,2003
4o9ZocOOoe5n7gXiCaLuWs,34,0.442,0,0.187,-7.875,0.0259,0.139,2006
0cqZD5rEjMOnsYdxt6y9Pl,34,0.325,0.014,0.282,-8.315,0.0369,0.389,1971
2Fm1MgL6VpTrZYJCvGwEgh,34,0.247,0.00666,0.985,-9.84,0.0838,0.566,2017
2W195plKmSrcoXops3ZjxN,34,0.447,0.275,0.165,-8.46,0.0421,0.413,1970
6zmpnM7y0boAL61orTZ8gt,34,0.752,1.92E-05,0.0399,-12.646,0.0471,0.861,1989
7fnbUWxW7DaqglBN7Etlsy,34,0.734,0.00117,0.0989,-7.871,0.0304,0.968,1972
3rp1VctuEtF7qMrcTh8Z1Z,34,0.505,0.0392,0.923,-6.527,0.0574,0.312,1983
1p5DDYJN5ezUAu2k9LR5pE,34,0.514,0.000715,0.319,-7.045,0.0473,0.878,1989
4qA6OxAKSWRXz6wTqPPWMH,34,0.708,0,0.339,-4.713,0.0289,0.874,2016
7ChneMmokAVhsnOsCk4Q3a,34,0.294,0.0001,0.15,-11.67,0.0737,0.712,1977
6IB6NjSuX9ZCGSAhW0ASgb,34,0.709,2.58E-06,0.281,-3.458,0.0623,0.718,2014
0LMnXlXAH2WRiWdvlJtHxB,34,0.625,0,0.344,-5.002,0.059,0.55,2004
01gSIlj7mZnuRr7GWajrgT,34,0.819,0,0.0761,-15.495,0.113,0.752,1992
4StqfBRHvwBRlWdlJsgahv,34,0.84,1.34E-05,0.17,-6.82,0.0497,0.929,1996
1cEQ3OYNFdX6kaTXyuOakL,34,0.526,0,0.351,-5.116,0.0593,0.926,2013
3bkdPDrDgQQVH51pcBpzmT,34,0.438,1.45E-06,0.73,-8.031,0.219,0.718,1980
6aW1djLQg4qJVgFRUmEBlw,34,0.714,0,0.109,-5.479,0.0288,0.714,2007
2JVTOeF8Le1jS0zM2ErtvC,34,0.791,0.155,0.111,-15.622,0.071,0.836,1976
3brEVBSLr766G88ecl1uIg,34,0.779,0,0.116,-8.57,0.125,0.805,2015
7stOSd44mdHTxzPVAAmdGH,34,0.681,0,0.352,-4.518,0.175,0.765,2006
4HCKl05ZpdAyijz1pCLQAm,34,0.64,2.26E-05,0.334,-11.617,0.0482,0.654,1973
5bICqYTxNBwSq1QM0WjvDj,34,0.697,0.00361,0.0991,-5.173,0.0386,0.939,2007
6iytVQdWxLLWDeE2YB91oP,34,0.604,0,0.159,-4.98,0.233,0.915,2012
5YU67a01EqyrZGlxqmVuCV,34,0.724,0.00181,0.0787,-15.776,0.0622,0.442,1981
6QcUuwfrGHnI9PQorD5vm2,34,0.613,1.61E-06,0.154,-13.18,0.025,0.539,1973
41U8FoRZle2j5hmaTmbSqS,34,0.603,3.87E-05,0.0811,-9.688,0.039,0.319,2015
33aOU2vrvSpWvVTnuX8Ecj,34,0.633,0,0.099,-5.843,0.029,0.791,2013
4ab96AVzqHKjsICyFFEBHi,34,0.442,0.687,0.339,-12.92,0.0356,0.303,1968
6OleMPl7kO0fyt9XsbrKcU,34,0.679,0.901,0.295,-14.377,0.0423,0.8,1971
1QOpwPQpuOmNoOmMMXCepp,34,0.638,0,0.148,-9.308,0.0298,0.735,1965
4JCSOHTJq16boTneSB6rcl,34,0.555,0,0.113,-6.07,0.0283,0.523,2008
6mupRtjSftTMw86xiH53F0,34,0.0699,0.904,0.106,-33.195,0.0445,0.0351,2015
5JNvakubS6bqJ6TPRRiold,34,0.6,0.00353,0.208,-11.981,0.0568,0.703,1975
1TSqX33n0SFrgsjEbn0rg7,34,0.608,0.866,0.0838,-17.923,0.0456,0.276,2018
1khdKAeB6ktLQ3gebGUSsN,34,0.517,0.436,0.11,-12.202,0.0313,0.325,1997
0hdmJOHLKr5EHiOLjjrllI,34,0.678,0.686,0.142,-12.102,0.0328,0.673,1999
1YN5fuJloCP5pFFW6ZAceb,34,0.694,0,0.0774,-8.423,0.0456,0.501,2006
4IJKerTtTzpETL915UDwUE,35,0.339,0.146,0.071,-18.24,0.047,0.402,1979
7e5oI26aeiQQlOnqFaRGCx,35,0.599,0.131,0.0693,-8.218,0.0336,0.501,1995
2ChxmkFu6QWnopFa3LGWfa,35,0.456,0,0.425,-5.852,0.025,0.375,2000
46cGvVXlo6INoYDNKqtYbl,35,0.835,0.000405,0.102,-11.674,0.0444,0.87,1985
1AoiVnAj0a9G7zLyLnmfIt,35,0.395,5.83E-05,0.122,-9.198,0.0691,0.597,2012
0H2gP8EntfyX0vIgS4tEKq,35,0.523,0.175,0.124,-4.956,0.0379,0.784,2012
3z9sSDWPvMJEnaV2m88JQ7,35,0.772,0,0.114,-9.074,0.0465,0.457,2007
7eKSMf5OjW7vaJeBRLUN3z,35,0.41,0.609,0.686,-10.519,0.0251,0.0768,2006
1sWDu9CrvMIxCtL8FcqxE4,35,0.307,5.64E-05,0.885,-8.893,0.0833,0.486,1994
1KwzfqosSsyCRt1MfdclEg,35,0.569,0,0.0856,-9.908,0.0358,0.713,1978
1R0NSxtoeK6vPy88DJZDtt,35,0.608,0.0645,0.105,-7.331,0.0364,0.137,2015
6bcBAzDTeiRo4SZX6yAQgs,35,0.624,0.00015,0.162,-8.428,0.0293,0.719,1994
4EN23c9uSpmL8lnQia5Glv,35,0.737,1.60E-06,0.0459,-16.876,0.0301,0.886,1976
0awgWi0pDZ2qzxQL75DJtz,35,0.7,0.00117,0.109,-9.532,0.0315,0.701,1976
7sWMlm3IHmRYtNb3cq5uam,35,0.637,4.85E-06,0.255,-12.149,0.134,0.713,2007
6Rq3uLeRGD3LrQUeaYJCvt,35,0.66,0,0.156,-8.133,0.032,0.814,2012
2ZNk1ymMNXmVaIh344VQhe,35,0.814,0,0.144,-4.099,0.0339,0.967,2016
4w539nhl7KGUajmyrX5GNq,35,0.571,0,0.0653,-5.891,0.0488,0.631,2016
6wlSn0uPu4ORratRMnyLC4,35,0.811,0,0.0689,-13.233,0.256,0.58,2005
2hhnxjKsonevteyEb4qJVc,35,0.812,0,0.12,-10.11,0.0381,0.85,2009
6gy1Rwc4IzahjYz7VmtYkV,35,0.488,1.32E-06,0.0585,-0.859,0.0653,0.839,2014
57l5V5xgmJl7NXXUIqevJY,35,0.644,2.25E-06,0.0871,-10.813,0.0263,0.207,1993
2w4II9MvCr0sixJqIXkstm,35,0.125,0.943,0.236,-12.113,0.0407,0.107,2002
5jbJlsW0YothfDOAjKzbQx,35,0.51,0.00177,0.139,-8.764,0.0398,0.776,2017
62h7AycdIWjq6uYWC0LBht,35,0.322,0.000313,0.1,-12.899,0.0354,0.236,2019
7wj4VLQm2MM7tyeZ220wDj,35,0.216,0.402,0.111,-13.317,0.042,0.0376,2016
3H6FW6ciyMCbGoVoe6hefW,35,0.0831,0.948,0.351,-16.35,0.0389,0.0372,1995
08A1uGFNjUZ6ZNaJ3wkSoH,35,0.805,0.214,0.141,-9.727,0.143,0.541,2012
450X6juQ93aqSeEfigaWtz,35,0.56,0.71,0.0638,-11.762,0.0346,0.389,1977
75It0xyB7EmLLiYdG6fcIM,35,0.41,0,0.312,-5.331,0.13,0.381,1994
5R5x5TYckkELvXNZhY00ub,35,0.74,0.859,0.128,-11.896,0.0337,0.491,2001
4sP5wCnAPcstDNcL4fm320,35,0.711,3.17E-05,0.0663,-4.501,0.0338,0.88,2017
3MRGSdxYWgMxjFHZzei7wK,35,0.408,0.0241,0.0695,-15.756,0.0507,0.521,2006
0O2xpFdqvuJKcnMb4B6hfU,35,0.637,0.899,0.315,-6.432,0.0278,0.929,2014
1MYEX1IpCBpfU76U4jOjBk,35,0.474,0,0.0829,-12.565,0.0353,0.477,2012
2QO6s1WPfGROQwNXFIpR1T,35,0.558,0.00249,0.102,-11.652,0.0279,0.13,1976
77Jn2m4KRtZjuL7o7JCHL5,35,0.183,0.0192,0.1,-13.351,0.0326,0.0396,2000
16Ekkvg5dxPVdDo5Ys30j8,35,0.66,0.00257,0.688,-14.418,0.201,0.764,1992
