track_id,popularity,danceability,instrumentalness,liveness,loudness,speechiness,valence,year
4lcXNTm9JrQpJYXqsENmFI,60,0.487,0,0.161,-4.216,0.0309,0.463,2013
78SsuoAmnjBM2munzKagSe,44,0.698,1.20E-05,0.26,-10.203,0.043,0.358,2017
2suCvIjriPQrcYHGmWjFh8,47,0.752,0.0154,0.229,-8.594,0.0307,0.425,2017
3I7OmVsk4Hm5LBbs2GmhlD,58,0.536,0.000788,0.372,-4.993,0.0581,0.472,2015
0exb0K7vsjf5bXWLJJhAuF,62,0.648,0,0.339,-7.24,0.167,0.807,2008
1i36kkhmhBxf4lYJscg5zK,76,0.699,3.20E-06,0.362,-4.272,0.0336,0.314,2018
4u3oXuVeOGoByIMz9pnOKf,59,0.374,0,0.654,-9.209,0.0899,0.561,1977
1gj9poFl2mLKkguqWo5Y1i,64,0.466,0,0.145,-4.701,0.0297,0.395,2019
4tjLYTXFqZhkUDga4bQ0yl,58,0.725,7.68E-05,0.107,-3.665,0.0851,0.674,2018
5EBvHC0SGFJDenBJafqOX4,51,0.745,0,0.0653,-5.129,0.0896,0.376,2017
7Kjh6A5voYQ1rFFnYEbYq6,52,0.414,0.00055,0.112,-8.193,0.0326,0.0862,2018
5lDXuPlUG86rez5O0E1Tdl,35,0.624,0,0.238,-6.209,0.106,0.0702,2019
2SIdGJTWirTxRNEyCp9ocI,55,0.844,1.32E-06,0.0816,-7.284,0.356,0.511,2015
1mgWnqeUOurHJIyorDtuqF,48,0.667,0.258,0.0596,-0.759,0.0939,0.614,2018
6FsQrRpBLgsrFeAeiQqytm,62,0.729,0.285,0.195,-9.992,0.0732,0.907,1971
6QOZWUCG5vq4xtU3mW2ZA2,54,0.733,0,0.32,-6.693,0.0299,0.591,2009
0iTCmKvuU1ReULiQB0rI7n,47,0.764,1.37E-06,0.0889,-5.375,0.0711,0.612,2017
237B0GS3Y8VwGGD9bGl1vG,59,0.536,0,0.158,-6.734,0.459,0.285,2013
66rVt7PbwyKlu6CK6rxyAi,63,0.657,0,0.177,-4.188,0.0452,0.722,2014
39mPRdfh5ipE7AZrlicnNp,63,0.703,0,0.223,-5.371,0.0413,0.472,2015
4CANqU20rw8PXzYvocPzp7,48,0.502,0,0.0647,-5.516,0.167,0.419,2017
0FZmAvivvifvtN3pZScbw1,61,0.514,0,0.118,-3.58,0.052,0.474,2014
4abVwdCy5QUcyI3KS2lMJK,58,0.582,0,0.198,-6.547,0.0828,0.695,2012
5eq8CDTzJIOq0aMtwbp5Gn,38,0.674,9.42E-06,0.349,-9.07,0.408,0.752,2018
3LHYmz86DxGInsRp3wiiW5,51,0.755,0.00199,0.137,-2.835,0.0632,0.76,2018
3grxgV6Ot8KqtysApjYLs1,57,0.667,0,0.306,-3.773,0.0431,0.513,2015
2EZc13S7YRi6bTS3SKteRN,61,0.72,8.29E-05,0.046,-16.595,0.0342,0.786,1969
4aB4udr3pcJuENmfDitPSZ,58,0.534,1.63E-05,0.355,-2.741,0.101,0.373,2016
3nKLfeoq3YedJIZqvRW3Qz,62,0.684,0,0.351,-9.931,0.0258,0.684,1999
16VhHtoaOjTU4AJBNSBNQ1,63,0.468,0.000304,0.0807,-9.639,0.0543,0.526,1982
74atKkOasLOVzvqB6mYgga,58,0.567,0,0.12,-14.254,0.385,0.509,2011
0ToC28lLiwEKyQdN4FXypS,49,0.607,0,0.769,-6.206,0.243,0.482,2018
18WYpqbNvkCXHTeyN2WG8l,50,0.799,0,0.116,-3.204,0.163,0.899,2018
5BJSZocnCeSNeYMj3iVqM7,60,0.719,0,0.0973,-3.752,0.0589,0.738,2014
7uqXoZoKZKjuRdNphOQOgU,48,0.505,0.000121,0.116,-2.174,0.0823,0.281,2018
4EbULzyWMuFx94aoIY1MlJ,54,0.582,0,0.082,-8.803,0.425,0.232,2017
5X9daJT0Qg5yLIvUqwPKkX,53,0.708,6.16E-05,0.236,-3.376,0.0577,0.77,2017
6atVS7UZBxoyJkkteM62u5,57,0.666,0.032,0.177,-3.551,0.0384,0.491,2003
3UqLP9Cq1DNryqu9scjak0,51,0.894,0,0.0831,-8.941,0.115,0.48,2019
67kE6u6aXe0JbaBvcb3n2g,56,0.457,0,0.0863,-5.883,0.14,0.595,2017
0AOEd0Zw22aTE8LzsS4EMg,54,0.416,1.57E-06,0.501,-3.183,0.054,0.493,2017
6xBmy4aV5qQvoeP8R9ned9,46,0.609,0,0.169,-4.584,0.0318,0.544,2019
15SbvdiJ46LESbIjVYg8z7,41,0.701,0.000494,0.177,-6.025,0.0486,0.206,2019
6FwJj7uwhZ1vrBlDZvMLZk,53,0.743,0,0.0876,-3.417,0.379,0.243,2018
1DyV9obL0pPibOjW5ufg15,59,0.715,0,0.131,-6.279,0.0531,0.469,2010
2UsREIjT72ZEZnhdvpyg7R,28,0.529,0.188,0.493,-7.383,0.069,0.0682,2015
1q8gelFgFYUwoWpQV7WNCe,57,0.685,0,0.112,-9.572,0.0568,0.597,1973
1hRDHWWealh2Pk3fnpIe75,61,0.613,1.45E-06,0.049,-10.175,0.0737,0.465,1975
4TyCnstYu6LGrjka5WW6ft,58,0.685,0.015,0.114,-9.701,0.0253,0.235,2014
3o8cpHgLK9x0G5eB1UusOQ,57,0.739,1.05E-06,0.128,-5.112,0.121,0.547,2018
5PG3h38oiQLEJlOuOvIs80,62,0.902,0.000742,0.0867,-6.529,0.289,0.862,2008
4iKuG50iHNBaybQOo11yrN,52,0.766,1.24E-05,0.107,-4.83,0.281,0.646,2017
1tlBuoIRrtqFs9bE9dmli5,56,0.831,0.000883,0.109,-6.408,0.221,0.229,2017
2nfMrwg3aRhSAv4HX7IzJL,64,0.547,7.05E-06,0.156,-8.644,0.0271,0.432,1993
7lWF2mVr1KKbVnaT2nSlPo,62,0.387,0,0.0788,-7.086,0.0352,0.382,2008
37zJ0VBdZO7G7LoSjLX1ES,55,0.536,0,0.282,-6.634,0.346,0.424,2018
3QE7ObGjkt1kYnhLvZPRUy,63,0.624,0,0.0917,-6.907,0.117,0.593,2007
5O23P3zSmEh3GP9g9NFPBS,40,0.735,0,0.113,-4.156,0.0493,0.671,2018
5vCgOg9VqRaAUbnflCO6P3,60,0.538,0,0.0918,-6.318,0.0392,0.366,2013
1rPCgtaIF0CyKRgAwhtpbF,55,0.592,0,0.0564,-10.054,0.0391,0.259,2016
7su8Lu8TaapXSPGoyEDJkR,47,0.669,0,0.16,-4.479,0.0279,0.728,2010
3PcrVmskwoYaFWg2kuaq6B,43,0.715,0,0.124,-4.758,0.0661,0.53,2018
1AR0LdJZ6nzLFmwxlBbo0r,43,0.723,5.35E-05,0.217,-5.816,0.0308,0.273,2016
7la8N6YLMUDAXl2iAEe9Sy,58,0.693,0,0.123,-7.323,0.0379,0.183,2012
1fVN4Cv3vJ3KOXd6VY5o9U,46,0.774,0,0.0793,-2.48,0.0512,0.744,2019
0bTlXQJzw4ddaLQPJ4rGS2,60,0.437,0.000328,0.158,-6.593,0.0689,0.383,2008
2KMJ5CoxY4ECG9TZyNWmpv,60,0.702,0,0.156,-4.323,0.063,0.52,2015
5ZbwJYmRtJe5Uy9nFkki8W,56,0.715,0,0.164,-5.944,0.175,0.884,2018
5mBLsGeDozivo9EmIBid2H,46,0.763,0.000133,0.526,-6.87,0.22,0.452,2016
5PN6mXTkzE43DztEmAqsqj,29,0.741,0,0.0613,-7.157,0.219,0.808,2010
2bwxqGKS5GPXfNanAIRe2p,61,0.707,0,0.302,-7.143,0.0435,0.633,2005
6JmSfynzr6E0QllQZNEXEb,60,0.364,7.25E-05,0.12,-5.757,0.0506,0.386,2014
0XFJRjjAjG2jDJaMLaDXH4,45,0.471,2.26E-06,0.0869,-6.395,0.0435,0.319,2017
3cLLfUGDcr5VSU3R4GsAOG,55,0.643,0,0.108,-4.793,0.12,0.324,2018
74jTexO94dFGyXGyeu8krd,64,0.749,0.00631,0.17,-5.266,0.0387,0.749,1995
795VzZodMdZzC5fXMp2L3T,44,0.883,0,0.138,-10.163,0.348,0.425,2018
1Q1Lz8shbr2AXR8zKReTqd,47,0.614,0,0.114,-8.043,0.0354,0.366,2017
30qVCFYKBtAENjTIBA8FPZ,62,0.631,5.21E-06,0.0667,-8.15,0.0576,0.437,1993
3IIArPxV2jUXk2zTKbzCVx,58,0.714,0,0.116,-4.9,0.304,0.178,2017
0qnBCUQetFtzoXYbfwzZU7,46,0.924,0,0.287,-10.231,0.34,0.726,2018
2FF1CIplZ0e7EjBlYXCPOC,48,0.835,0,0.129,-13.282,0.446,0.685,2018
3fZVaBxYP3KdkSmTEWbl1d,15,0.657,0,0.201,-5.318,0.445,0.434,2018
6Vz7vzOpCwKeSQlfViibuY,64,0.633,0.0114,0.0655,-7.42,0.0473,0.725,2004
2ylCrFiBu98SC0vFfaCent,60,0.494,0,0.28,-9.599,0.0301,0.698,1966
0PzTzlXfiOq0sK8PCYiwsb,40,0.57,0,0.225,-6.765,0.273,0.683,2018
7JpewU9FPkJyiOi0CErkpI,54,0.762,0,0.275,-4.676,0.307,0.197,2015
5Zoswf6SbX8vm7Pam8eqlb,33,0.834,1.42E-06,0.122,-8.632,0.364,0.667,1995
4a9fW33mYR8LhXBOLUhbfF,58,0.371,0.00141,0.181,-7.196,0.0559,0.288,2015
1atxtvAHagXDZYTuUWAoEC,63,0.594,0,0.0847,-6.442,0.0375,0.323,2004
2FbFdIycwyngyZ69Nr60cM,60,0.78,0,0.104,-4.569,0.14,0.31,2017
0L7QCEXQBDAtEyK1x72Sw0,60,0.741,0.000114,0.0757,-6.856,0.0302,0.841,2004
0UERoCKd24PKovd4BwRzBQ,63,0.523,0,0.0751,-10.923,0.0492,0.81,1966
4iq3zHwgHSxstFvYw4yIsQ,54,0.863,0,0.0887,-6.242,0.232,0.636,2015
1suaqZ8o7nZm2BR1klNKlE,45,0.669,0,0.435,-3.935,0.288,0.314,2018
6B6MWIzXwsTWQpqYzw9bBI,55,0.878,0,0.119,-7.58,0.131,0.337,2018
6oT5s4bAHOMM5cvt1v9Kzv,51,0.59,0.000446,0.171,-7.28,0.0474,0.727,2016
63QpuNHIZ8APaK37LkV8Xd,62,0.723,0.00389,0.0971,-8.759,0.0291,0.448,1994
1KTMZ2DeqT4oqIJ7Co5F6R,30,0.749,0.0931,0.206,-10.856,0.0391,0.616,2017
2djY65hifu2a4R2WqcXqKL,61,0.623,2.54E-06,0.113,-7.449,0.207,0.203,2013
7qrMWXNwE1aD1o1sBnyIAh,52,0.498,0,0.121,-5.435,0.0733,0.123,2017
28mv40MzspRZn0PBcO2itT,64,0.568,0,0.22,-2.497,0.349,0.799,2003
1IgePMOW0qEe1AViWgkal9,62,0.529,0.00314,0.316,-7.689,0.197,0.356,2017
0nCAVzknkzRXRgB6LhRv04,61,0.598,3.84E-06,0.216,-3.97,0.0515,0.953,2003
717lZxxn53x2B0eucGiD1Z,58,0.793,0.926,0.293,-8.747,0.0428,0.803,2012
67yGTWcR72BZvsrSS2dHST,59,0.749,0,0.0703,-5.726,0.144,0.475,2008
4uqRDeCgXPLQFYqA5uf5Tr,56,0.725,0,0.0779,-5.422,0.0433,0.66,2018
5XfME0qXr1wcE6ar2VuJxz,36,0.505,0,0.113,-4.32,0.0598,0.64,2018
28irpKCCK9nn9DZSik2zEx,55,0.669,0,0.7,-8.901,0.378,0.391,2017
5ZoDwIP1ntHwciLjydJ8X2,64,0.574,4.57E-06,0.279,-11.343,0.0258,0.514,1969
4Na0siMtWOW9pJoWJ1Ponv,1,0.293,0.119,0.167,-11.353,0.0351,0.196,1997
7FxzgizJRGTQ3fxUqfvljg,63,0.781,0.000536,0.0881,-6.152,0.0647,0.693,2018
18z6OV5lknJmKnZi7aA1zH,47,0.559,0,0.0997,-8.843,0.216,0.65,2015
0oNGlVJcTr8E2BttutCUpq,39,0.745,7.31E-05,0.0898,-2.5,0.12,0.525,2018
5U3i59kbTLrxo46TU1FRnF,61,0.8,0.00379,0.0971,-5.439,0.166,0.82,2003
2jzFNGqC0Q1TeThJTzPL0T,44,0.405,0,0.347,-5.847,0.0889,0.543,2018
0z9dPcBhJvqO06QMaKelUE,61,0.631,1.30E-05,0.0924,-4.456,0.0247,0.774,2018
5C44ht7rPrVh6q8UaDz8ob,53,0.751,0,0.331,-4.85,0.277,0.483,2017
1rS3g0pYnbnwTtj3A4OvXP,49,0.474,0.00536,0.223,-5.582,0.0406,0.0876,2018
0YGQ3hZcRLC5YX7o0hdmHg,62,0.588,1.54E-05,0.0913,-8.686,0.161,0.659,2003
2wFw6mZzzABL9gktquq7I5,58,0.913,0.0274,0.0469,-11.315,0.15,0.708,1983
2cHbaJXQcw14NzfplQoUWi,49,0.45,0,0.292,-7.825,0.154,0.552,2019
3hE9T8H1jzSS0SxLNtUtKl,46,0.454,6.20E-05,0.106,-6.71,0.247,0.182,2018
5b2bu6yyATC1zMXDGScJ2d,62,0.596,0,0.325,-4.091,0.151,0.525,2014
7zolcuA2RVIATBjrAs0VRD,36,0.633,6.80E-06,0.116,-5.238,0.0326,0.376,2018
4IZOdhEvXYWqh5XAXYzBk3,64,0.49,0,0.111,-5.399,0.0278,0.49,2016
2xj3BQ7AzGTwUWaroRTVCx,48,0.548,0,0.109,-5.139,0.0711,0.323,2018
7riuy1t0Kt3SRgMtFxX0FR,61,0.64,2.62E-06,0.147,-8.896,0.0366,0.76,1995
340NhlJst6qemAoMq34BuA,57,0.819,1.22E-06,0.131,-3.566,0.134,0.43,2014
32TQztiymbux0qH6RjyqvP,51,0.863,0.000273,0.116,-4.48,0.178,0.838,2018
4IM1V7mJvYJSrDQIJnQl5S,54,0.615,7.91E-06,0.09,-8.062,0.109,0.307,2017
4BMk6XhlXJW7ZgIS8vSBZk,54,0.652,9.25E-06,0.122,-6.072,0.112,0.643,2018
1HPzBInBPVJfSUDNLsTGGn,62,0.614,4.63E-06,0.269,-6.081,0.0378,0.773,2010
2dPOobBArCJotBAs0ThXqL,43,0.469,0,0.138,-3.841,0.0369,0.341,2010
65cv0OI9HmwR4EmN6CWucM,56,0.569,0,0.104,-5.239,0.0639,0.53,2019
1ecIqo8pOc8S6y3l80iGxd,55,0.674,0,0.0735,-10.078,0.0904,0.497,2006
7iHMZnAlkuZbD7KVhYQdK1,33,0.874,0,0.0831,-3.643,0.0723,0.818,2019
3ApAsbQP7d5GlFwwdExaTY,61,0.575,0.00567,0.137,-7.802,0.0296,0.259,2016
17vQTNbvhpvi92qOnDOFHB,61,0.744,0,0.0965,-7.297,0.301,0.697,2016
6dMnsLoJPFfXIxcsDqjGiZ,60,0.911,5.68E-05,0.324,-11.601,0.348,0.193,2017
5fIrBv7PrI2MBcktQOcmpI,63,0.546,0,0.123,-5.757,0.0283,0.569,2002
5F13RMbVzqCHUQSo5KL3Ci,46,0.593,0,0.0895,-7.594,0.0584,0.141,2018
2lyQymV7ycR5oDdwejLY84,46,0.651,1.65E-05,0.109,-7.847,0.222,0.437,2015
2OikDCslmF1Y04Szgbc8Hl,60,0.822,0,0.329,-6.159,0.11,0.734,2007
2SClq1uRSoSsP4sMYXlI0f,55,0.549,0,0.126,-5.01,0.275,0.186,2017
2NWoKpRnMfxocVAXF8ASwk,47,0.765,1.28E-05,0.119,-5.285,0.19,0.547,2018
7A5CReD6yWe0rrkJym34QI,63,0.581,0,0.11,-5.33,0.0333,0.299,2009
67YZtCviE4sEHmgRg5p5q8,36,0.512,4.74E-05,0.0936,-7.983,0.0508,0.403,2018
6DoYk3QIvkDs60S1d01vbx,61,0.598,0,0.112,-9.021,0.0955,0.626,2013
7pAT4dOUzjq8Ziap5ShIqC,58,0.684,0.00197,0.113,-3.309,0.238,0.25,2005
4g64deYSvQZ4w9uGpYz2sL,39,0.386,0,0.233,-5.597,0.381,0.289,2016
1dYw8HTRJnFpeEeMtXj99a,64,0.599,0.00525,0.155,-6.25,0.0294,0.581,2012
5Ck3e6z1bcSCes5gdo0Ddt,63,0.633,3.37E-05,0.127,-7.837,0.0522,0.296,2013
2yedRoI0ixMxQSyHE0q1Jq,46,0.682,0,0.106,-3.595,0.0714,0.509,2019
6TapyDFlRUlZ4cmIaqJx4k,56,0.733,0,0.131,-3.392,0.0593,0.849,2018
6ae29ZzSPYq61ARnOn3CGh,50,0.736,0,0.247,-7.224,0.0592,0.364,2017
7ckSHKZnX72c6IQnKGJNpi,58,0.308,0.00317,0.0802,-13.06,0.102,0.0982,2018
5EFAloMY9VlEKrjllKoXjL,58,0.7,0,0.0892,-5.979,0.0498,0.717,2017
5o9VWgXFWtjPE4RWNVK0xO,47,0.806,0,0.0879,-5.877,0.314,0.799,2015
4uVslVnCNW0wkBxUmtqeVn,23,0.699,0,0.0686,-5.862,0.199,0.696,2017
70QV2FCEWH7SZK6wZJtXLk,42,0.876,0,0.138,-6.611,0.278,0.697,2018
4p1Er46wDz4zGQI7Sxor3W,57,0.641,0.00223,0.133,-7.098,0.03,0.322,2018
4ViVDWlmKfGff25okNzGcC,59,0.297,0,0.09,-16.015,0.0358,0.15,1997
37CRPk0L5ZpfPeePEPwE0t,63,0.71,0.000406,0.258,-10.553,0.0507,0.866,1980
0jPLBur1qXRfj3pbuJSX03,54,0.697,0,0.0767,-4.688,0.317,0.292,2017
6krNSTegkvGMmdIUOUEQH1,50,0.721,0,0.0714,-4.768,0.0397,0.721,2017
6pKADEM7gx8EZ6UypMUzyd,58,0.717,6.43E-05,0.0854,-7.108,0.0334,0.808,2016
1bb6bROP3OXMHcPw84MtmN,60,0.827,0.000119,0.109,-6.77,0.251,0.766,1996
2714ySK1pbOIGZwABmRyAz,53,0.843,6.34E-06,0.129,-11.312,0.285,0.441,2016
74v8vqMR3A1FfxufMugQ7I,54,0.616,0,0.0783,-5.583,0.0301,0.537,2017
7tsHqxfepei1AdLjy93XIv,39,0.639,1.45E-06,0.111,-5.531,0.0277,0.318,2018
7cMFjxhbXBpOlais7KMF3j,62,0.669,0.803,0.309,-11.488,0.0494,0.279,2001
2GATPLRMzHNwUmkxGgCoEP,32,0.522,2.18E-06,0.184,-7.358,0.0631,0.426,2018
59MIR30ATtW8kTaX3SCpq0,60,0.656,2.13E-05,0.278,-6.571,0.03,0.756,1996
6M665tf7ZKQzUFA5yOrUE4,55,0.558,6.56E-05,0.121,-7.549,0.0345,0.444,2008
7kNNylJ1kswWbHeRM6UDuE,62,0.456,0.000207,0.0853,-10,0.0653,0.508,1976
7G7zCzvyqz39BFE7TqPM3O,59,0.568,0.329,0.137,-8.814,0.127,0.491,2017
1zUbVMC5kGznDqGDZq1MQa,33,0.401,0.000109,0.113,-8.231,0.0355,0.142,2017
1kcEx8qhKKHjHkM4bj5s8F,49,0.652,0,0.0959,-3.584,0.155,0.415,2018
3HM8I6kvuUF4aOCbSr9Mn5,58,0.746,0,0.223,-3.62,0.149,0.889,2016
1wybXxUeY5yj4Zi7d6jAaW,50,0.597,0,0.0854,-5.683,0.0331,0.334,2017
74BIr8H03lr5L6LZ1friIa,53,0.835,0.000458,0.115,-11.666,0.343,0.211,2017
1ue7zm5TVVvmoQV8lK6K2H,65,0.456,0,0.229,-3.584,0.148,0.383,2016
5LbyrPgyNvJJCsNYeklVor,55,0.732,0,0.273,-4.247,0.0431,0.806,2018
1N0VXvVxSoMp66StV03Opo,48,0.767,0,0.223,-5.836,0.364,0.494,2018
2q6fxAvSpqXR4jx9Ne7RGz,61,0.197,0.794,0.106,-16.116,0.0454,0.232,2011
3eBBbAEBQdr6tkUUd8gyuQ,62,0.71,0,0.263,-6.206,0.293,0.891,2002
