Highest Charting Position,Number of Times Charted,Song Name,Streams,Artist,Artist Followers,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence
59,18,Cover Me In Sunshine,"5,434,073","P!nk, Willow Sage Hart",11477164,83,0.476,0.594,-6.879,0.135,0.0599,0.0785,159.702,141050,0.314
144,27,Every Breath You Take,"5,379,704",The Police,4339245,83,0.82,0.452,-9.796,0.0348,0.543,0.0714,117.401,253920,0.74
100,9,Our Song,"5,235,335","Anne-Marie, Niall Horan",8148393,83,0.595,0.759,-4.245,0.0423,0.141,0.172,80.953,163733,0.515
183,1,Fancy Like,"5,145,432",Walker Hayes,304995,83,0.649,0.76,-6.487,0.0574,0.114,0.317,80.018,161853,0.843
40,65,Dior,"5,092,354",Pop Smoke,6837946,83,0.548,0.805,-5.732,0.351,0.212,0.408,142.094,216387,0.648
45,29,Best Friend (feat. Doja Cat),"5,090,062",Saweetie,1254432,83,0.84,0.766,-4.12,0.136,0.00302,0.0684,94.018,155884,0.402
64,3,De Museo,"5,016,125",Bad Bunny,36142273,83,0.592,0.494,-10.618,0.0747,0.237,0.13,132.037,209771,0.231
175,4,MI FAI IMPAZZIRE,"5,242,097","BLANCO, Sfera Ebbasta",127364,83,0.477,0.844,-4.87,0.0458,0.00273,0.137,169.941,220235,0.203
71,3,Wrecked,"5,150,909",Imagine Dragons,35285425,83,0.626,0.56,-5.82,0.0288,0.148,0.109,93.989,244005,0.229
22,22,We're Good,"6,318,660",Dua Lipa,27142474,83,0.722,0.588,-5.932,0.0544,0.0319,0.183,134.01,165507,0.59
183,4,Me Fije,"5,068,677","Alex Rose, Rauw Alejandro",2166191,83,0.76,0.674,-4.039,0.0636,0.396,0.0977,172.024,202307,0.735
101,3,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),"5,321,544",DJ Khaled,6278835,83,0.477,0.727,-4.053,0.286,0.000866,0.108,150.062,236524,0.227
72,10,Dick (feat. Doja Cat),"5,258,628",StarBoi3,17202,83,0.647,0.608,-6.831,0.42,0.13,0.0584,125.994,175238,0.474
55,17,Batom de Cereja - Ao Vivo,"5,011,753",Israel & Rodolffo,1097789,83,0.606,0.908,-6.201,0.0565,0.556,0.19,171.966,140942,0.798
10,49,UN DIA (ONE DAY) (Feat. Tainy),"5,203,364","J Balvin, Dua Lipa, Bad Bunny",29051363,83,0.571,0.693,-8.234,0.0545,0.00536,0.173,168.169,232253,0.393
17,30,Hecha Pa' Mi,"6,308,369",Boza,278679,83,0.725,0.756,-5.013,0.0572,0.362,0.103,100.07,186133,0.828
31,19,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,"5,124,606",Nathan Evans,140812,83,0.722,0.893,-3.255,0.0475,0.0441,0.0673,119.932,116750,0.439
170,13,Can't Hold Us - feat. Ray Dalton,"5,085,147",Macklemore & Ryan Lewis,2562082,83,0.641,0.922,-4.457,0.0786,0.0291,0.0862,146.078,258343,0.847
39,45,my ex's best friend (with blackbear),"5,048,079",Machine Gun Kelly,3864419,83,0.731,0.675,-5.134,0.0434,0.00473,0.141,124.939,139461,0.298
2,44,Laugh Now Cry Later (feat. Lil Durk),"4,916,860",Drake,56308172,83,0.761,0.518,-8.871,0.134,0.244,0.107,133.976,261493,0.522
176,6,In the End,"4,910,070",Linkin Park,19584111,83,0.556,0.864,-5.87,0.0584,0.00958,0.209,105.143,216880,0.4
84,9,You,"4,846,549","Regard, Troye Sivan, Tate McRae",152226,83,0.691,0.695,-5.6,0.0367,0.0592,0.0647,106.064,233386,0.514
59,18,My Head & My Heart,"5,470,147",Ava Max,3911473,83,0.614,0.934,-3.709,0.07,0.0697,0.121,116.001,174760,0.436
47,32,Golden,"5,298,893",Harry Styles,16112621,83,0.448,0.838,-5.257,0.0557,0.21,0.131,139.863,208907,0.254
108,51,All Girls Are The Same,"5,372,180",Juice WRLD,19085118,83,0.671,0.529,-7.226,0.307,0.0769,0.0856,161.989,165820,0.203
4,70,Godzilla (feat. Juice WRLD),"5,143,522",Eminem,46785561,83,0.808,0.745,-5.26,0.342,0.145,0.292,165.995,210800,0.829
5,142,Falling,"5,294,368",Harry Styles,16112621,83,0.567,0.267,-6.502,0.0299,0.839,0.089,110.011,240133,0.0592
19,26,HOLIDAY,"5,264,232",Lil Nas X,5473565,83,0.81,0.511,-6.924,0.164,0.12,0.0832,151.947,154998,0.837
7,44,Wishing Well,"5,125,706",Juice WRLD,19085118,83,0.65,0.613,-6.13,0.128,0.00336,0.267,149.972,194621,0.0804
4,44,Come & Go (with Marshmello),"5,037,124",Juice WRLD,19085118,83,0.625,0.814,-5.181,0.0657,0.0172,0.158,144.991,205485,0.535
71,72,Robbery,"5,024,884",Juice WRLD,19085118,83,0.685,0.692,-5.122,0.0457,0.328,0.153,159.966,240051,0.578
19,66,hot girl bummer,"4,992,396",blackbear,4270131,83,0.782,0.559,-7.106,0.0767,0.125,0.385,129.992,188344,0.685
177,7,Stressed Out,"4,913,147",Twenty One Pilots,20823062,83,0.734,0.637,-5.677,0.141,0.0462,0.0602,169.977,202333,0.648
43,29,LA CANCIÓN,"4,959,754","J Balvin, Bad Bunny",29051363,83,0.754,0.646,-5.795,0.317,0.152,0.108,176.089,242573,0.429
64,12,Starboy,"5,302,285","The Weeknd, Daft Punk",35340069,83,0.679,0.587,-7.015,0.276,0.141,0.137,186.003,230453,0.486
61,26,Electric Love,"5,060,903",BØRNS,1027085,83,0.611,0.797,-7.627,0.0533,0.00543,0.26,120.041,218107,0.518
83,53,rockstar (feat. 21 Savage),"5,115,990",Post Malone,33663701,83,0.585,0.52,-6.136,0.0712,0.124,0.131,159.801,218147,0.129
176,9,Photograph,"4,974,880",Ed Sheeran,83337783,83,0.614,0.379,-10.48,0.0476,0.607,0.0986,107.989,258987,0.201
143,42,Moonlight,"5,003,825",XXXTENTACION,29566516,83,0.921,0.537,-5.723,0.0804,0.556,0.102,128.009,135090,0.711
181,7,Everybody Dies In Their Nightmares,"4,847,224",XXXTENTACION,29566516,83,0.734,0.57,-7.066,0.133,0.847,0.112,129.953,95467,0.689
44,44,"10,000 Hours (with Justin Bieber)","4,911,749",Dan + Shay,2334615,83,0.654,0.63,-4.644,0.0259,0.153,0.111,89.991,167693,0.43
179,1,Highway to Hell,"5,096,618",AC/DC,20110171,83,0.574,0.913,-4.793,0.133,0.061,0.156,115.728,208400,0.423
181,8,Thunder,"4,468,668",Imagine Dragons,35299488,83,0.605,0.822,-4.833,0.0438,0.00671,0.147,167.997,187147,0.288
190,1,Hips Don't Lie (feat. Wyclef Jean),"4,918,636",Shakira,22136717,83,0.778,0.824,-5.892,0.0707,0.284,0.405,100.024,218093,0.758
2,48,"Lemonade (feat. Gunna, Don Toliver & NAV)","6,697,067",Internet Money,411579,82,0.799,0.66,-6.153,0.079,0.256,0.111,140.04,195429,0.471
24,83,Sunflower - Spider-Man: Into the Spider-Verse,"6,546,948","Post Malone, Swae Lee",1250353,82,0.76,0.479,-5.574,0.0466,0.556,0.0703,89.911,158040,0.913
9,83,Señorita,"6,317,487","Shawn Mendes, Camila Cabello",33879560,82,0.759,0.54,-6.039,0.0287,0.037,0.0945,116.947,190960,0.75
169,2,Faz Amor Comigo Só Hoje - Ao Vivo,"5,269,757","Israel & Rodolffo, Wesley Safadão",1097789,82,0.624,0.922,-4.628,0.0439,0.3,0.112,164.819,148228,0.884
80,5,Alcohol-Free,"5,259,503",TWICE,9987114,82,0.688,0.909,-1.992,0.0624,0.0474,0.0674,97.097,210573,0.702
184,2,Sexo Virtual,"4,975,786",Rauw Alejandro,6080597,82,0.704,0.739,-3.286,0.112,0.328,0.0856,179.879,208292,0.425
136,15,Stereo Hearts (feat. Adam Levine),"4,992,345",Gym Class Heroes,1275345,82,0.646,0.795,-3.293,0.0976,0.0319,0.267,89.99,210960,0.796
81,8,malibu,"4,973,063",sangiovanni,384097,82,0.733,0.736,-5.123,0.111,0.028,0.131,147.897,166216,0.669
138,3,MILLE (feat. Orietta Berti),"5,341,887","Fedez, Achille Lauro",1650683,82,0.527,0.764,-4.297,0.322,0.016,0.0273,184.339,175924,0.829
1,55,Savage Love (Laxed - Siren Beat),"5,108,950","Jawsh 685, Jason Derulo",100604,82,0.767,0.481,-8.52,0.0803,0.234,0.269,150.076,171375,0.761
11,6,p r i d e . i s . t h e . d e v i l (with Lil Baby),"5,430,260",J. Cole,14097410,82,0.861,0.656,-7.867,0.425,0.104,0.0986,88.967,218210,0.331
6,6,m y . l i f e (with 21 Savage & Morray),"5,246,577",J. Cole,14097410,82,0.597,0.587,-7.026,0.137,0.0622,0.214,140.021,218802,0.0753
175,2,We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,"4,912,036",Martin Garrix,14917926,82,0.66,0.733,-4.619,0.0359,0.248,0.17,119.933,217000,0.304
23,19,Ella No Es Tuya - Remix,"4,911,162","Rochy RD, Myke Towers, Nicki Nicole",319192,82,0.585,0.611,-4.132,0.288,0.39,0.649,97.041,218107,0.962
161,41,Something Just Like This,"4,862,683","The Chainsmokers, Coldplay",18191658,82,0.617,0.635,-6.769,0.0317,0.0498,0.164,103.019,247160,0.446
36,26,GIRL LIKE ME,"5,395,181","Black Eyed Peas, Shakira",5963840,82,0.965,0.485,-8.784,0.191,0.0206,0.0655,124.025,222523,0.312
12,29,TE MUDASTE,"5,242,347",Bad Bunny,36142273,82,0.811,0.637,-4.835,0.0591,0.234,0.118,92.025,130014,0.471
72,5,NEVER LEFT,"5,552,212",Lil Tecca,4016497,82,0.807,0.659,-6.92,0.332,0.0224,0.309,82.465,168727,0.438
27,8,Solid (feat. Drake),"5,347,781","Young Stoner Life, Young Thug, Gunna",61930,82,0.887,0.485,-9.358,0.2,0.0392,0.141,125.987,215693,0.328
96,10,Slumber Party (feat. Princess Nokia),"5,113,574",Ashnikko,1246335,82,0.964,0.398,-8.981,0.0795,0.00151,0.101,105.012,178405,0.563
85,16,Boy With Luv (feat. Halsey),"5,266,625",BTS,37106176,82,0.645,0.862,-4.757,0.0965,0.0923,0.192,119.991,229773,0.798
200,1,Vida Louca,"5,051,514","Mc Poze do Rodo, Neo Beats, Mainstreet",448447,82,0.852,0.62,-5.79,0.227,0.359,0.101,92.464,155676,0.744
55,1,c l o s e,"10,712,648",J. Cole,14097410,82,0.597,0.587,-7.026,0.137,0.0622,0.214,140.021,218802,0.0753
38,72,If the World Was Ending - feat. Julia Michaels,"5,127,736",JP Saxe,280585,82,0.464,0.473,-10.086,0.129,0.866,0.109,75.801,208687,0.604
62,28,Train Wreck,"5,081,800",James Arthur,8446147,82,0.311,0.485,-5.726,0.0365,0.701,0.0726,77.355,208827,0.225
197,1,When I Was Your Man,"4,945,935",Bruno Mars,32603394,82,0.612,0.28,-8.648,0.0434,0.932,0.088,72.795,213827,0.387
104,16,Why'd You Only Call Me When You're High?,"4,976,405",Arctic Monkeys,12375514,82,0.691,0.631,-6.478,0.0368,0.0483,0.104,92.004,161124,0.8
88,31,Hello (feat. A Boogie Wit da Hoodie),"5,323,062",Pop Smoke,6852509,82,0.905,0.647,-5.065,0.107,0.0187,0.282,130.97,190534,0.367
30,37,Take You Dancing,"5,176,493",Jason Derulo,9778632,82,0.789,0.711,-4.248,0.041,0.0332,0.0876,112.985,190306,0.753
19,38,La Curiosidad,"5,198,514","Jay Wheeler, DJ Nelson, Myke Towers",1650912,82,0.845,0.677,-4.798,0.136,0.269,0.108,90.013,219048,0.68
6,60,Say So,"5,103,528",Doja Cat,8671649,82,0.787,0.673,-4.583,0.159,0.264,0.0904,110.962,237893,0.779
12,37,Mood Swings (feat. Lil Tjay),"5,068,349",Pop Smoke,6852509,82,0.48,0.602,-6.335,0.368,0.487,0.0848,179.798,213333,0.269
152,23,Star Shopping,"5,073,657",Lil Peep,7535054,82,0.585,0.471,-9.934,0.0616,0.0967,0.115,93.099,142000,0.323
112,28,Maniac,"5,044,929",Conan Gray,3799104,82,0.628,0.639,-5.46,0.0435,0.00162,0.354,108.045,185773,0.493
2,61,ROXANNE,"5,124,742",Arizona Zervas,621200,82,0.621,0.601,-5.616,0.148,0.0522,0.46,116.735,163636,0.457
182,6,Thinking out Loud,"4,995,623",Ed Sheeran,83337783,82,0.781,0.445,-6.061,0.0295,0.474,0.184,78.998,281560,0.591
41,39,Kings & Queens,"4,855,690",Ava Max,3916979,82,0.637,0.69,-4.057,0.0405,0.00786,0.124,129.857,162399,0.457
66,46,Happier,"4,655,272","Marshmello, Bastille",31552500,82,0.687,0.792,-2.749,0.0452,0.191,0.167,100.015,214290,0.671
27,45,Lose Control,"4,516,053","MEDUZA, Becky Hill, Goodboys",441714,82,0.598,0.526,-8.659,0.0415,0.129,0.14,123.935,168387,0.529
157,4,Promiscuous,"5,083,648","Nelly Furtado, Timbaland",2688557,82,0.808,0.97,-6.098,0.0506,0.0569,0.154,114.328,242293,0.868
102,46,Get You The Moon (feat. Snøw),"4,872,409",Kina,661863,82,0.498,0.235,-16.541,0.188,0.72,0.144,118.917,179080,0.0895
156,15,SLOW DANCING IN THE DARK,"4,732,343",Joji,4759367,82,0.515,0.479,-7.458,0.0261,0.544,0.191,88.964,209274,0.284
88,27,"thank u, next","5,079,328",Ariana Grande,67208170,82,0.717,0.653,-5.634,0.0658,0.229,0.101,106.966,207320,0.412
27,36,OUT WEST (feat. Young Thug),"4,597,001","JACKBOYS, Travis Scott",437907,82,0.802,0.591,-4.895,0.225,0.0104,0.196,139.864,157712,0.309
43,2,Lemonade,"11,373,347","Internet Money, Gunna, Don Toliver, NAV",412466,82,0.799,0.66,-6.153,0.079,0.256,0.111,140.04,195429,0.471
161,2,What Makes You Beautiful,"4,966,428",One Direction,22536304,82,0.726,0.787,-2.494,0.0737,0.009,0.0596,124.99,199987,0.888
147,27,I Like Me Better,"4,430,642",Lauv,4442273,82,0.752,0.505,-7.621,0.253,0.535,0.104,91.97,197437,0.419
161,19,Let Me Down Slowly,"4,393,932",Alec Benjamin,2808285,82,0.652,0.557,-5.714,0.0318,0.74,0.124,150.073,169354,0.483
137,10,XO Tour Llif3,"4,314,080",Lil Uzi Vert,11821805,82,0.732,0.75,-6.366,0.231,0.00264,0.109,155.096,182707,0.401
52,11,A Tu Merced,"4,909,499",Bad Bunny,36177712,82,0.86,0.791,-4.784,0.0568,0.169,0.106,92.023,175918,0.887
130,11,God's Plan,"4,565,400",Drake,56327031,82,0.754,0.449,-9.211,0.109,0.0332,0.552,77.169,198973,0.357
154,1,Se For Amor,"5,618,268","João Gomes, Vitor Fernandes",409173,81,0.667,0.899,-4.402,0.0322,0.423,0.332,147.962,239928,0.835
65,2,Bout A Million (feat. 42 Dugg & 21 Savage),"5,315,734",Pop Smoke,6837946,81,0.716,0.67,-6.995,0.101,0.526,0.13,145.043,203586,0.411
72,2,Demeanor (feat. Dua Lipa),"5,245,618",Pop Smoke,6837946,81,0.675,0.608,-6.934,0.103,0.336,0.11,99.865,184800,0.728
76,4,Holiday,"5,883,145",KSI,2008516,81,0.356,0.684,-7.347,0.0878,0.152,0.101,87.188,193733,0.347
152,2,All Eyes On Me,"5,347,263",Bo Burnham,1042079,81,0.352,0.424,-10.131,0.0394,0.733,0.0664,127.047,302951,0.141
25,4,Solar Power,"5,234,112",Lorde,8083566,81,0.735,0.47,-9.405,0.1,0.266,0.32,87.971,192621,0.897
4,10,Your Power,"5,135,380",Billie Eilish,47014200,81,0.632,0.284,-14.025,0.0801,0.932,0.233,129.642,245897,0.208
8,37,Whoopty,"5,013,017",CJ,180454,81,0.719,0.648,-7.6,0.125,0.2,0.127,140.201,123263,0.66
101,4,"Eladio Carrion: Bzrp Music Sessions, Vol. 40","4,965,913","Bizarrap, Eladio Carrion",3126961,81,0.783,0.524,-6.455,0.0554,0.241,0.271,117.496,164896,0.839
108,6,Tipo Gin - Ao Vivo,"5,155,238",MC Kevin o Chris,2753929,81,0.75,0.668,-4.49,0.061,0.78,0.338,94.998,159147,0.786
97,1,Hats Off (feat. Travis Scott),"7,324,233","Lil Baby, Lil Durk",7805880,81,0.596,0.65,-5.167,0.337,0.138,0.14,133.997,257428,0.188
126,1,Voice of the Heroes,"6,249,801","Lil Baby, Lil Durk",7805880,81,0.596,0.65,-5.167,0.337,0.138,0.14,133.997,257428,0.188
134,1,0X1=LOVESONG (I Know I Love you),"6,040,553","TOMORROW X TOGETHER, Seori",4136553,81,0.584,0.836,-4.925,0.079,0.0558,0.0663,104.973,202204,0.484
127,2,CORALINE,"5,241,813",Måneskin,3377762,81,0.363,0.678,-4.939,0.0995,0.0299,0.324,162.124,300413,0.321
4,37,Holy (feat. Chance The Rapper),"5,063,015",Justin Bieber,48504126,81,0.673,0.704,-8.056,0.36,0.196,0.0898,86.919,212093,0.372
25,5,Film out,"7,198,095",BTS,37106176,81,0.499,0.709,-6.404,0.134,0.296,0.331,164.032,214621,0.314
2,12,What’s Next,"5,335,112",Drake,56308172,81,0.781,0.594,-6.959,0.0485,0.0136,0.162,129.895,178154,0.0628
154,4,Ramen & OJ,"5,282,702","Joyner Lucas, Lil Baby",1725025,81,0.597,0.571,-6.205,0.293,0.492,0.093,106.196,218448,0.165
91,9,Cloud 9,"5,252,767",Beach Bunny,618444,81,0.637,0.929,-3.593,0.0491,0.00167,0.344,80.974,147351,0.902
64,10,Headshot (feat. Polo G & Fivio Foreign),"5,174,298",Lil Tjay,3553442,81,0.808,0.639,-7.266,0.279,0.0802,0.15,118,144349,0.395
34,3,WITHOUT YOU (with Miley Cyrus),"6,081,034",The Kid LAROI,2230022,81,0.655,0.469,-6.257,0.0292,0.173,0.0956,92.56,161385,0.467
87,10,Travesuras - Remix,"5,518,444","Nio Garcia, Casper Magico, Ozuna, Wisin & Yandel, Myke Towers, Flow La Movie",2123734,81,0.739,0.788,-5.198,0.0731,0.0513,0.282,175.996,324426,0.473
182,5,Explícito,"5,278,449",Myke Towers,6150675,81,0.828,0.83,-3.371,0.047,0.348,0.0613,95.007,195066,0.422
77,10,Cupid's Chokehold / Breakfast in America,"5,165,035",Gym Class Heroes,1275345,81,0.72,0.744,-6.938,0.12,0.237,0.255,78.953,243773,0.619
3,70,Life Is Good (feat. Drake),"5,241,227",Future,10488292,81,0.676,0.609,-5.831,0.481,0.0706,0.152,142.037,237735,0.508
94,5,Run It Up (feat. Offset & Moneybagg Yo),"5,107,084",Lil Tjay,3553442,81,0.88,0.575,-6.091,0.163,0.415,0.109,120.031,232048,0.671
18,33,Put Your Records On,"5,181,180",Ritt Momney,100463,81,0.399,0.491,-10.778,0.0538,0.0563,0.11,91.066,210463,0.151
6,53,In Your Eyes,"5,054,319",The Weeknd,35340069,81,0.667,0.719,-5.371,0.0346,0.00285,0.0736,100.021,237520,0.717
193,1,Good Without,"4,998,044",Mimi Webb,130801,81,0.616,0.576,-5.495,0.0532,0.0723,0.375,89.962,182121,0.269
120,15,Hayloft,"5,086,382",Mother Mother,2110870,81,0.527,0.922,-2.666,0.0728,0.00475,0.422,95.975,181680,0.49
34,29,Una Locura,"5,466,954","Ozuna, J Balvin, Chencho Corleone",29238936,81,0.714,0.761,-4.596,0.0427,0.139,0.241,168.022,230693,0.906
198,1,To the Bone,"5,052,557",Pamungkas,1643882,81,0.668,0.727,-6.55,0.027,0.514,0.1,139.991,344571,0.939
49,22,Sofia,"4,982,892",Clairo,2722638,81,0.744,0.619,-9.805,0.039,0.598,0.231,112.997,188387,0.641
9,46,ily (i love you baby) (feat. Emilee),"4,908,929",Surf Mesa,132855,81,0.674,0.774,-7.567,0.0892,0.0686,0.393,112.05,176547,0.33
63,24,CÓMO SE SIENTE - Remix,"5,463,964","Jhay Cortez, Bad Bunny",2435159,81,0.807,0.606,-8.871,0.088,0.0946,0.119,92.988,227520,0.304
105,23,Are You Bored Yet? (feat. Clairo),"4,911,995",Wallows,1963296,81,0.682,0.683,-6.444,0.0287,0.156,0.273,120.023,178000,0.64
73,34,It's You,"4,674,658",Ali Gatie,1758300,81,0.732,0.463,-6.972,0.0287,0.374,0.194,95.971,212607,0.397
77,34,July,"4,598,766",Noah Cyrus,891555,81,0.708,0.186,-8.953,0.042,0.868,0.0779,72.541,156106,0.322
91,33,Sweet but Psycho,"4,502,853",Ava Max,3916979,81,0.72,0.706,-4.719,0.0473,0.0684,0.166,133.002,187436,0.62
21,29,Boss Bitch,"4,620,838",Doja Cat,8671649,81,0.707,0.955,-4.593,0.222,0.127,0.202,125.989,134240,0.575
31,34,Bandit (with YoungBoy Never Broke Again),"4,514,763",Juice WRLD,19102888,81,0.474,0.631,-5.884,0.343,0.0687,0.132,180.051,189323,0.425
195,1,Story of My Life,"4,628,772",One Direction,22536304,81,0.6,0.663,-5.802,0.0477,0.225,0.119,121.07,245493,0.286
44,30,Old Town Road - Remix,"4,643,817","Lil Nas X, Billy Ray Cyrus",5488666,81,0.878,0.619,-5.56,0.102,0.0533,0.113,136.041,157067,0.639
122,27,Better Now,"4,431,571",Post Malone,33663701,81,0.68,0.578,-5.804,0.04,0.331,0.135,145.038,231267,0.341
185,2,Don't Stop Believin',"4,394,985",Journey,3731820,81,0.5,0.748,-9.072,0.0363,0.127,0.447,118.852,250987,0.514
78,27,Sucker,"4,543,863",Jonas Brothers,5436999,81,0.842,0.734,-5.065,0.0588,0.0427,0.106,137.958,181027,0.952
116,21,High Hopes,"4,426,791",Panic! At The Disco,10850424,81,0.579,0.904,-2.729,0.0618,0.193,0.064,82.014,190947,0.681
14,27,Lose You To Love Me,"4,322,088",Selena Gomez,28931149,81,0.488,0.343,-8.985,0.0436,0.556,0.21,102.819,206459,0.0978
50,23,Callaita,"4,350,496","Bad Bunny, Tainy",36177712,81,0.61,0.624,-4.773,0.309,0.6,0.243,176.169,250534,0.244
189,5,changes,"4,299,334",XXXTENTACION,29566516,81,0.669,0.308,-10.068,0.029,0.883,0.0984,64.934,121887,0.52
179,3,2002,"4,831,644",Anne-Marie,8153871,81,0.697,0.683,-2.881,0.117,0.0372,0.137,96.133,186987,0.603
145,2,One Kiss (with Dua Lipa),"4,594,157",Calvin Harris,21946934,81,0.791,0.862,-3.24,0.11,0.037,0.0814,123.994,214847,0.592
178,1,Old Town Road,"4,852,004",Lil Nas X,5488666,81,0.878,0.619,-5.56,0.102,0.0533,0.113,136.041,157067,0.639
197,1,Havana (feat. Young Thug),"4,620,876",Camila Cabello,22698747,81,0.765,0.523,-4.333,0.03,0.184,0.132,104.988,217307,0.394
89,1,Better Believe,"7,365,053","Belly, The Weeknd, Young Thug",203972,80,0.797,0.573,-7.85,0.319,0.159,0.144,124.995,206629,0.445
110,13,Little Bit of Love,"5,848,466",Tom Grennan,261225,80,0.689,0.706,-4.48,0.0312,0.0833,0.105,106.52,226268,0.623
197,1,penhasco.,"4,973,937",Luísa Sonza,1909059,80,0.43,0.467,-8.56,0.051,0.775,0.0933,77.249,186121,0.382
184,1,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,"5,186,354",BIA,151870,80,0.893,0.463,-5.301,0.36,0.199,0.318,81.026,229601,0.591
187,1,Memory,"5,173,178","Kane Brown, blackbear",3507622,80,0.434,0.889,-5.684,0.0509,0.395,0.273,113.326,153338,0.845
55,2,I Don't Do Drugs (feat. Ariana Grande),"5,912,293",Doja Cat,8640063,80,0.683,0.615,-5.737,0.0966,0.222,0.154,77.014,188893,0.45
40,2,JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),"5,392,334","Tyler, The Creator",6777818,80,0.827,0.571,-7.949,0.366,0.0195,0.166,142.034,146419,0.62
121,1,Get Into It (Yuh),"6,503,281",Doja Cat,8640063,80,0.912,0.655,-6.029,0.162,0.315,0.0894,91.942,138293,0.793
146,1,working,"5,666,770","Tate McRae, Khalid",1647262,80,0.783,0.435,-7.78,0.0588,0.282,0.0833,106.974,210220,0.512
66,2,No Return (with The Kid LAROI & Lil Durk),"5,189,427",Polo G,4840346,80,0.479,0.645,-7.336,0.302,0.135,0.0825,155.057,168729,0.381
133,20,Just the Way You Are,"5,043,647",Bruno Mars,32574754,80,0.637,0.843,-5.413,0.0432,0.0151,0.0876,109.012,220733,0.434
7,65,Break My Heart,"4,971,176",Dua Lipa,27142474,80,0.73,0.729,-3.434,0.0884,0.167,0.349,113.011,221820,0.467
54,4,SUN GOES DOWN,"5,125,477",Lil Nas X,5473565,80,0.551,0.636,-6.798,0.054,0.0837,0.112,174.065,168276,0.148
105,7,Liberdade (Quando o Grave Bate Forte),"5,378,350","Alok, Mc Don Juan, Dj GBR",10334543,80,0.81,0.789,-4.032,0.0498,0.0254,0.104,129.988,150462,0.432
82,10,Disco Arranhado - Funk Remix,"5,207,186","Malu, DJ Lucas Beat",74814,80,0.747,0.725,-2.564,0.363,0.551,0.0626,129.96,125558,0.904
5,31,Lonely (with benny blanco),"5,191,697",Justin Bieber,48504126,80,0.631,0.239,-7.071,0.0398,0.864,0.116,79.859,149297,0.0927
115,9,"L-Gante: Bzrp Music Sessions, Vol.38","5,290,877","Bizarrap, L-Gante",3126961,80,0.553,0.819,-3.083,0.257,0.368,0.0915,87.913,192348,0.761
82,12,Tapão Na Raba,"5,088,848",Raí Saia Rodada,1260752,80,0.808,0.796,-3.169,0.0305,0.462,0.155,128.048,175047,0.799
53,12,SugarCrash!,"5,018,005",ElyOtto,85617,80,0.748,0.734,-6.499,0.124,0.524,0.0975,97.753,80081,0.368
7,40,POPSTAR (feat. Drake),"6,127,103",DJ Khaled,6278835,80,0.8,0.56,-4.818,0.261,0.057,0.134,163.071,200221,0.45
63,4,Otra Noche Sin Ti,"5,377,794","J Balvin, Khalid",29051363,80,0.503,0.548,-7.564,0.164,0.0751,0.145,94.036,228920,0.441
186,1,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,"5,159,208",Os Barões Da Pisadinha,4271775,80,0.593,0.932,-2.324,0.0526,0.302,0.133,171.977,147876,0.913
15,32,Relación - Remix,"5,206,614","Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",8758283,80,0.793,0.771,-3.417,0.0959,0.0337,0.284,171.943,247308,0.835
3,66,Tusa,"5,510,113","KAROL G, Nicki Minaj",17792779,80,0.803,0.715,-3.28,0.298,0.295,0.0574,101.085,200960,0.574
182,3,Devil Eyes,"5,098,581",Hippie Sabotage,713486,80,0.391,0.396,-8.621,0.189,0.702,0.315,99.112,131272,0.199
109,6,I Feel It Coming,"5,079,857","The Weeknd, Daft Punk",35340069,80,0.773,0.819,-5.946,0.118,0.428,0.0679,92.987,269187,0.585
14,5,motive (with Doja Cat),"4,986,037",Ariana Grande,67208170,80,0.789,0.742,-5.664,0.0652,0.0681,0.166,116.965,167990,0.661
28,57,I Don't Care (with Justin Bieber),"4,984,399",Ed Sheeran,83337783,80,0.798,0.675,-5.041,0.0442,0.0912,0.0894,101.956,219947,0.842
157,1,Can't Feel My Face,"5,479,407",The Weeknd,35340069,80,0.705,0.769,-5.526,0.0425,0.113,0.105,107.949,213520,0.583
168,3,Call Out My Name,"5,233,359",The Weeknd,35340069,80,0.461,0.593,-4.954,0.0356,0.17,0.307,134.17,228373,0.175
138,49,Be Alright,"4,900,492",Dean Lewis,1692635,80,0.553,0.586,-6.319,0.0362,0.697,0.0813,126.684,196373,0.443
37,35,Go Crazy,"4,833,081","Chris Brown, Young Thug",14073083,80,0.755,0.578,-8.932,0.145,0.316,0.25,94.148,176960,0.581
