,track_id,popularity,danceability,instrumentalness,liveness,loudness,speechiness,valence
82688,0lKUEcJpGcox2NiEVFy9KX,36.0,0.315,0.00336,0.163,-17.351,0.0398,0.196
82689,36soyVMvHB2FRb0DgLr9ll,36.0,0.218,0.000223,0.0884,-13.005,0.0439,0.0388
82690,29rl6SHoPV7fnzn9U2QB34,36.0,0.243,0.000812,0.218,-14.713,0.0529,0.141
82691,49QdvSsXLaZU2hzF0hc7Wq,36.0,0.348,0.871,0.102,-19.222,0.0354,0.0447
82692,4mCylFsCR5KDE1OYhkLhou,37.0,0.623,0.0214,0.103,-11.215,0.0268,0.165
82693,3VqOi6yIx3eB8BkQaVWBeA,37.0,0.419,0.0318,0.108,-14.751,0.0339,0.108
82694,0PUfgUefFikS4Cx8EUTRss,37.0,0.71,7.54e-06,0.101,-12.467,0.0348,0.668
82695,0idcoARtmuQYpMuU1gMzZW,37.0,0.333,0.000129,0.107,-12.371,0.0312,0.271
82696,2v3lTI7njU96d5diTeaYXy,37.0,0.734,3.93e-05,0.117,-5.611,0.249,0.817
82697,0O0Ej9pApeAOM1ft0f2ac0,37.0,0.671,0.00703,0.112,-13.525,0.029,0.272
82698,6WJrww1OaHfmaK5eBGtoNi,37.0,0.522,6.6e-06,0.138,-3.077,0.0255,0.298
82699,0wHTLTu9Heub6X9PPvYwQZ,37.0,0.426,0.376,0.777,-19.406,0.0388,0.277
82700,2T9AMR4PFQZCjqo36f9Dhc,37.0,0.523,0.628,0.0917,-9.857,0.036,0.139
82701,6hJA1KQ8AK2r1mazUOQWGM,37.0,0.465,0.897,0.0946,-24.967,0.0351,0.115
82702,4D4Fhfexqg5hFyH6Zjha1r,37.0,0.165,0.88,0.257,-23.816,0.0436,0.0349
82703,41WtJR2e4HUFOsrzcq73kg,37.0,0.342,0.0,0.887,-12.21,0.0384,0.685
82704,7g6KRfjT9n3JWNJtyZtcA5,37.0,0.706,0.0,0.372,-4.853,0.0394,0.858
