,track_id,popularity,danceability,instrumentalness,liveness,loudness,speechiness,valence
17408,5BlRJergFXeb9ZlI6QFT94,15.0,0.872,0.0,0.529,-7.113,0.222,0.764
17409,0QGQNXIpL1d4KAjBueZat2,15.0,0.423,2.93e-05,0.546,-6.9,0.0301,0.239
17410,37RHRr3SK1zNhDVBOcYF7U,15.0,0.471,0.0,0.0836,-4.879,0.125,0.709
17411,1yxyBaUn3v0s1WYoWLdPJ1,15.0,0.548,0.0,0.296,-4.478,0.133,0.599
17412,5pOk36HxO0Jo0u5XMcIA7j,15.0,0.305,0.0,0.0616,-3.533,0.0923,0.71
17413,5O3xsWOn1OkeuUjDWwb0RR,15.0,0.383,0.0,0.136,-4.376,0.277,0.237
17414,11UdJjXLFVaiM3HW2QvPoE,15.0,0.64,5.93e-06,0.283,-6.088,0.03,0.855
17415,6sMJZ3Sap2Mr72qWCiS4hQ,15.0,0.361,4.12e-06,0.347,-4.024,0.123,0.737
17416,1qYDzLpv3mUviEIYN5Q4vG,15.0,0.394,0.0112,0.128,-10.412,0.163,0.426
17417,2Wo21dbbosQyDIWyzHH0fJ,15.0,0.579,0.00197,0.0827,-7.467,0.0312,0.774
17418,06feOs12TQ63kJpgLwWNoP,15.0,0.604,0.0113,0.493,-3.376,0.0592,0.715
17419,4i3tUXDp1KQmj2LYjcAqFO,15.0,0.686,0.0,0.132,-2.982,0.16,0.536
17420,58ZCvTQoZKP1A3UXxDmxhH,15.0,0.672,0.00892,0.0819,-3.443,0.0517,0.861
17421,0GXJDErZuFQfZThZ8YQqWg,15.0,0.493,0.0,0.0568,-2.608,0.0582,0.775
17422,0Euq9wkGbQsKYPmQQVdWQe,15.0,0.483,4.01e-05,0.117,-7.045,0.0339,0.398
17423,6eQV9K1KLEOpHP3XBZlb7K,15.0,0.633,0.000428,0.373,-6.39,0.303,0.135
17424,0QtsoyJXY2Pzu3gLwZg4Fi,15.0,0.742,0.0,0.0959,-4.172,0.076,0.732
17425,7JlgXkRoXwFGIR3lwgMYsp,15.0,0.657,1.29e-05,0.129,-4.737,0.0745,0.853
17426,0Ju9HQahwUpvkXWUSBYKiW,15.0,0.511,0.00131,0.0918,-4.765,0.0372,0.649
17427,4Emjpwy3zfMt7uA9tnGdxD,15.0,0.696,0.11,0.0905,-8.582,0.0283,0.516
17428,0VwwAFiKsbIolpnUIOVrZq,15.0,0.562,1.04e-05,0.798,-6.659,0.0505,0.592
