,track_id,popularity,danceability,instrumentalness,liveness,loudness,speechiness,valence
4352,3mtEnhv6m1WDAR9FO5xk2Y,5.0,0.32,0.0187,0.28,-7.846,0.0504,0.159
4353,4BGrun890mN3R8ia7vxWSR,5.0,0.327,0.943,0.227,-22.635,0.0398,0.101
4354,5MGuzelumWnTfIqtG4whf4,5.0,0.315,0.0,0.18,-14.046,0.0331,0.319
4355,3KhTkPbBFFc7qHz1V4g9jw,5.0,0.248,0.42,0.124,-18.401,0.0337,0.0454
4356,0kCYfm37sh90r01UB408C6,5.0,0.377,5.58e-05,0.658,-16.882,0.0769,0.0809
4357,4Zx8q6oF3wMf40ceXuDQcm,5.0,0.143,0.931,0.171,-17.397,0.0348,0.133
4358,5t3TU1MIuGmyafyxn2QmjT,5.0,0.329,1.86e-05,0.1,-23.274,0.0571,0.158
4359,7KV7RkrWvr5pzjBY0gBv5P,5.0,0.43,0.0486,0.828,-18.473,0.081,0.386
4360,14rU9oVHlArTf1VAcFAJgj,5.0,0.468,8.87e-06,0.563,-28.602,0.0635,0.641
4361,7MMyI41G6l6AQn7mOTtmxX,5.0,0.431,0.0,0.111,-21.552,0.0844,0.477
4362,3s9zbwx59cUM94IiaTYrui,5.0,0.299,0.000576,0.13,-17.887,0.0466,0.0665
4363,6pzCNSMdNr7dBRlc6aWaFD,5.0,0.157,0.381,0.648,-20.178,0.149,0.17
4364,1j42kOG8uUALydEdadmtwS,5.0,0.322,0.666,0.298,-13.113,0.0329,0.238
4365,2OV8osgw9OlWIC6vxMNmjO,5.0,0.3,3.16e-06,0.654,-7.534,0.0466,0.32
4366,4VxjKUTEPjMHItbVHIsD8P,5.0,0.238,2.15e-06,0.14,-33.717,0.0656,0.176
4367,0I0qpX6iV2EQ4Cbupm6EpY,5.0,0.176,0.000384,0.0926,-17.734,0.0451,0.0361
4368,3BgadNvuuxQqJOAXn33b29,5.0,0.321,3.32e-06,0.16,-30.449,0.0608,0.0723
4369,1gIkvMoiBHMzGRhEKpyVpV,5.0,0.354,0.0,0.131,-10.833,0.0334,0.247
4370,5KzB6qDOjmA5EYnPG7jNwE,5.0,0.181,0.785,0.146,-20.689,0.0468,0.0656
4371,2Ok184rF6HK8y0dj5sx7Ss,5.0,0.264,0.000738,0.218,-19.638,0.0504,0.189
4372,5LrjJd91xWiKRUPom13zjx,5.0,0.338,3.29e-05,0.285,-24.508,0.0646,0.109
4373,2Ez616vOLcZEd3l4x6j8LM,5.0,0.101,0.949,0.166,-26.212,0.0499,0.172
4374,5c5KQ8aOTetZp7IYsUhlSb,5.0,0.314,0.855,0.361,-17.742,0.0399,0.124
4375,6McrOXdZ2RGYIuZqgnqprg,5.0,0.297,0.0088,0.187,-19.686,0.0477,0.0491
4376,1ltZZgM5QU3QDqp0Ck9mSZ,5.0,0.133,0.00296,0.112,-25.596,0.0443,0.0631
4377,3QoejE33hR5dHq3tHh0XmH,5.0,0.177,0.91,0.174,-32.663,0.0449,0.0381
4378,5xNNqNNp8I1OL0aTij4180,5.0,0.262,0.0984,0.101,-15.58,0.0538,0.216
4379,3aPx8Uva5TyWbha3D4Rseu,5.0,0.301,0.904,0.0606,-23.826,0.0364,0.22
4380,1tYopbFoEoOO53A1mOsbUB,5.0,0.218,1.52e-05,0.1,-26.316,0.0639,0.0976
4381,0XSdaRrYLnrl7NyYsfuAvj,5.0,0.356,0.000597,0.0492,-18.717,0.0488,0.0579
4382,22ziv8ZOXH0O4GRAIrBv16,5.0,0.376,0.00801,0.0848,-19.812,0.0776,0.359
4383,43S89R3V0rDJQqShfpnqKo,5.0,0.27,0.00478,0.0992,-13.555,0.0497,0.122
4384,39f3rz3lR2b6uiuGVHR0my,5.0,0.339,0.000527,0.606,-15.04,0.0584,0.387
4385,1jB72avBBhpTeMwfY5Sg0a,5.0,0.158,0.9,0.0931,-16.723,0.0396,0.0352
4386,4mZ3RuCFfgUvfAXgkpG65T,5.0,0.201,0.0132,0.109,-19.584,0.0464,0.0364
4387,11uL1kkfrRERPDyqeQwuX5,5.0,0.18,0.0109,0.117,-14.163,0.0446,0.0374
4388,6a5EwXYO6xUkzbQiKJBBrR,5.0,0.417,0.000133,0.107,-18.619,0.0767,0.197
4389,7rX1pZx0FS699k4qx5gWPD,5.0,0.83,0.901,0.11,-23.032,0.0673,0.833
4390,7CW4DBq5vUhSrQBJ4rNsLE,5.0,0.101,0.446,0.0807,-23.07,0.052,0.0393
4391,6cvaDNbuA60Tq4txz6sEdF,5.0,0.366,0.00266,0.081,-17.762,0.0614,0.223
4392,4VzeLozqiKvngAkuiKvB2r,5.0,0.252,0.0664,0.11,-13.008,0.0469,0.0566
4393,6UVI3eh2c7ap1k6V4x57K8,5.0,0.212,5.32e-05,0.0727,-28.273,0.0423,0.0868
4394,1QUTOCth1KRy7zKrmYhHue,5.0,0.238,0.214,0.0816,-16.983,0.0397,0.107
4395,5iEtLZ8JPtDWOmbk0RIwFD,5.0,0.334,0.000887,0.0984,-18.014,0.0464,0.102
4396,0eoXDhGhADoRuVngJMsOdT,5.0,0.219,0.89,0.109,-22.93,0.0406,0.0388
4397,6GTxHXClmz0gQDeMssEFs6,5.0,0.34,0.64,0.101,-21.192,0.0743,0.0713
4398,0cYBCmPnJRG4mAD9iu53rj,5.0,0.176,0.91,0.083,-21.506,0.04,0.061
4399,0iADB17ZTz30wBXDD63Bz8,5.0,0.416,2.09e-06,0.11,-5.494,0.0489,0.44
4400,1HcBnBANK21HOJMinDdTPt,5.0,0.327,1.23e-06,0.177,-6.546,0.0312,0.546
4401,2rWV6VGaETa96jLW3XywV9,5.0,0.709,0.0,0.16,-3.751,0.0638,0.807
4402,4eP76HsyFXX433paN8Z8hK,5.0,0.56,0.000845,0.124,-13.139,0.0278,0.369
4403,6TL46DCpPMiDysYOuqshlX,5.0,0.705,7.27e-06,0.071,-8.627,0.0508,0.628
4404,1tBW1OiLRbAs4jdrbUpnHd,5.0,0.285,0.00529,0.197,-6.725,0.0435,0.24
4405,1ek0zgbNjLp2Gy7rsVqxsC,5.0,0.64,0.0,0.154,-13.232,0.577,0.72
4406,5e51g2r9JVN4Ubin17pgqA,5.0,0.639,0.0,0.175,-5.204,0.062,0.513
4407,1XebCgPU25ZUb3yCKXMfNg,5.0,0.372,0.787,0.151,-10.634,0.0292,0.336
4408,7A9EB8BqIVXc9Bm80np42m,5.0,0.441,0.000182,0.0684,-14.299,0.0337,0.137
4409,4hXlEnsoDxKj47whT2DvMG,5.0,0.243,0.102,0.0837,-15.96,0.038,0.0712
