,track_id,popularity,danceability,instrumentalness,liveness,loudness,speechiness,valence
78336,3jKqyskNFx4OpnppbG31G7,34.0,0.466,3.24e-06,0.22,-3.391,0.0644,0.209
78337,5Jo9dAhHEdBOsCbOPq0hti,34.0,0.566,0.000289,0.0633,-7.616,0.145,0.367
78338,0CAzmB3ZV0GvBte9ToHtC9,34.0,0.554,3.69e-05,0.12,-6.438,0.0451,0.337
78339,0EuHI36QZulUnlXnfpUskV,34.0,0.758,0.00511,0.197,-8.824,0.0409,0.9
78340,12W1pqTPxSv6kjoIu0RMIt,34.0,0.527,1.31e-06,0.875,-5.598,0.0588,0.54
78341,5IMckMdrKc1y6Pa1oUeFAI,34.0,0.709,8.6e-06,0.202,-6.309,0.0669,0.747
78342,2W6GKlccOKtTfU1pkg3U6g,34.0,0.582,0.0,0.0983,-4.545,0.0301,0.613
78343,6K1UgfyTeJOW1pQkIw9cHL,34.0,0.637,0.00585,0.174,-7.797,0.0504,0.667
78344,1oTZRcsfsSKn77qbfUYR2N,34.0,0.631,2.25e-06,0.359,-6.354,0.378,0.614
78345,2tCsplcSRQAFnA1TeDDas0,34.0,0.404,0.000422,0.329,-5.073,0.0399,0.868
78346,49zUFsIp2ZDXhlwQdQwuRU,34.0,0.743,1.75e-05,0.194,-8.041,0.271,0.384
78347,7IXKDf45l2JoAAczYhPHqp,34.0,0.877,0.00238,0.0455,-9.698,0.121,0.505
78348,0hwZcTCXYNTY6zrpWpfmnU,34.0,0.759,9.76e-05,0.149,-5.392,0.0361,0.96
78349,5qCPM2o6XuYok9ThME8JCd,34.0,0.337,1.73e-05,0.139,-7.076,0.041,0.0766
78350,6M9QnQXKC34mkDyqBk9pwS,34.0,0.654,0.0,0.454,-7.122,0.0767,0.838
78351,11pgYPpViYqlp9vxLqaaHr,34.0,0.24,0.53,0.119,-27.985,0.043,0.0602
78352,4EH4Uxe9BGccV4lugSvRRZ,34.0,0.64,0.00278,0.966,-10.099,0.0349,0.364
78353,3Qr0t5gUkblSNrq2P0S50t,34.0,0.742,0.245,0.224,-6.561,0.0555,0.416
78354,6PnKZ6z5sxZMlHaxlImF8f,34.0,0.669,0.0,0.157,-5.976,0.0545,0.312
78355,1rSDWwJkMrxCChahQDnkfu,34.0,0.824,0.0,0.257,-4.834,0.0489,0.885
78356,33dufBEf7CLWfrBgUDagI5,34.0,0.579,0.00034,0.184,-7.446,0.135,0.0381
78357,7EWRE51RP4Xq2dzeD4RX3M,34.0,0.633,0.251,0.993,-8.225,0.0325,0.0646
78358,0VjkjJ1vNCrbdk0EhM6Phw,34.0,0.632,0.0,0.217,-4.52,0.0963,0.24
78359,3cnCRVlwOYxzWJR27y0sc8,34.0,0.682,0.0,0.708,-7.056,0.0608,0.881
78360,2AQU7P7mdsK2AavspRBrYe,34.0,0.389,0.0,0.0974,-6.387,0.0474,0.165
78361,6xvBfRyRHKT528aZUdAQg8,34.0,0.907,7.69e-06,0.367,-11.106,0.131,0.377
78362,29IGlc7zrjwkxACK0SvpYy,34.0,0.481,0.477,0.133,-9.383,0.0271,0.0787
78363,7AVE74ejSpN1qZsiaMZsRf,34.0,0.485,0.0667,0.372,-12.604,0.106,0.162
78364,7euIJiHhj1V598QTd7snUS,34.0,0.727,0.0231,0.139,-6.279,0.101,0.734
78365,5N0eAn3OLdZOpX00AiisTH,34.0,0.672,0.0,0.106,-5.375,0.0674,0.563
78366,4ao4LzdnFwuJ306jo5lJvt,34.0,0.484,2.42e-05,0.964,-7.415,0.0295,0.108
78367,6V3qvCbKHRjni6hVbMEmC9,34.0,0.728,0.0,0.398,-9.782,0.0358,0.296
78368,3difvrDmAiFsUOy6LCeML6,34.0,0.888,0.0236,0.0789,-9.636,0.0694,0.779
78369,6l3dQcg2yJWgDhgCKJUe2o,34.0,0.815,0.00978,0.165,-5.305,0.0443,0.883
78370,7wT5sH9HAapHhoN1Ndj4wd,34.0,0.706,0.165,0.112,-8.994,0.0276,0.319
78371,1OIm8plfWby0JRKnfuMBbi,34.0,0.607,0.0,0.131,-5.077,0.0439,0.23
78372,001bQcMKt86oNbnWne4EAB,34.0,0.747,0.0,0.0443,-7.072,0.0575,0.0381
78373,35AP7RC95IgoLCOoxjO1Ar,34.0,0.667,2.59e-05,0.909,-6.464,0.173,0.596
78374,6fmAlvTWtWt8JNinkGlyRU,34.0,0.398,3.86e-06,0.442,-8.355,0.328,0.258
78375,6D7u8RVFHgv12YL1BZd676,34.0,0.501,1.64e-06,0.2,-6.249,0.0245,0.315
78376,5T4ykVABYj1MHlBp2GPlA6,34.0,0.323,0.00667,0.0941,-9.556,0.0286,0.0954
78377,26hXYxvZV0g7gL3Gl0RGvZ,34.0,0.327,0.0,0.138,-8.844,0.0364,0.304
78378,3WcmBT3Df6kSQuAJzzfGQv,34.0,0.482,2.95e-06,0.108,-6.245,0.0326,0.418
78379,2CiuGhZPtEjBAK1aS1oYDJ,34.0,0.627,0.0,0.102,-7.066,0.0263,0.299
78380,4XQiZMzkvpL3KlS9PjNuFS,34.0,0.606,0.0,0.0718,-8.113,0.339,0.699
78381,1deX3NdjcSq112Op0Gh1K7,34.0,0.37,0.00459,0.0965,-7.366,0.0422,0.525
78382,2UQdfNN2yYtlF0daCpdzie,34.0,0.241,0.0705,0.107,-8.582,0.0355,0.101
78383,2zPb4O7C4u2I3MS1womrdH,34.0,0.694,0.808,0.0975,-18.771,0.0429,0.0392
78384,5cKaQ9B62YbaNJhfybqhca,34.0,0.789,0.849,0.0828,-8.175,0.0512,0.876
78385,6KnSkQNZGeQPshZihbOZNt,34.0,0.508,0.0,0.235,-5.77,0.0285,0.392
78386,6T8CvGpqoOLlS8B160ciGR,34.0,0.682,0.00194,0.425,-6.106,0.035,0.379
78387,1xZWd0EYAK16JpRdguF4Nr,34.0,0.601,0.84,0.167,-9.963,0.089,0.219
78388,6T10buITypvNM3WXMVDT7p,34.0,0.835,0.0,0.104,-8.469,0.125,0.651
78389,4w4ng6M6OyJle0r0uiDDFO,34.0,0.8,1.87e-05,0.0903,-7.778,0.0402,0.806
78390,5dfp60Z1BSMAjsv6JdWs8y,34.0,0.59,0.0,0.381,-12.359,0.378,0.578
78391,2nn3C8yfSjv0T6UdvgQxwx,34.0,0.409,0.0,0.103,-7.875,0.0368,0.208
78392,173rV2TzRmDqid7uVcu9Vh,34.0,0.683,0.0,0.23,-9.226,0.197,0.797
78393,19AE85xII1CHMeGoDmlmlB,34.0,0.524,0.000435,0.108,-13.436,0.0437,0.591
78394,6DhMaxHrtsDpiJS0lnrnMK,34.0,0.56,0.0,0.0841,-3.901,0.395,0.765
78395,2H6BM0sNBGLbtFJd6qhNyM,34.0,0.627,0.00476,0.101,-13.846,0.0515,0.145
78396,28smxYbciKWO6pXc1DSnzp,34.0,0.579,0.0,0.245,-10.027,0.0316,0.821
78397,2y0rHDTckWQ7of6tI1yc82,34.0,0.624,0.056,0.103,-9.776,0.0373,0.304
78398,0PGZWVnWDtJSoYam3CtoBn,34.0,0.475,0.019,0.19,-5.413,0.0288,0.38
78399,4KmZhSTGpJQRFQNnE4Jzcp,34.0,0.458,0.0,0.22,-5.481,0.18,0.705
78400,39mtgwTcAPL6D1EUBIG381,34.0,0.492,0.0,0.102,-5.323,0.188,0.372
78401,6IBPzyh7XTASQswD0coJN7,34.0,0.722,0.000444,0.0867,-11.859,0.0359,0.638
78402,7JyDf9e1zyNePJ26XVChJ5,34.0,0.351,0.821,0.086,-16.464,0.0498,0.0581
78403,2j5AMkbTet4BvTWhKrPOta,34.0,0.419,0.0,0.826,-5.79,0.0496,0.57
78404,1OhUmE8Wkw1KBXx2gQcOo9,34.0,0.547,2.58e-05,0.254,-8.395,0.0573,0.245
